catalog_row,A,B,C,D,E,F,pathname,selected
289,BUR-BUR-MER-BUGDUZ1,BURDUR2,DEBI,02May2025,5Minute,Q100,/BUR-BUR-MER-BUGDUZ1/BURDUR2/DEBI/02May2025/5Minute/Q100/,False
290,BUR-BUR-MER-BUGDUZ1,BURDUR2,DEBI,02May2025,5Minute,Q1000,/BUR-BUR-MER-BUGDUZ1/BURDUR2/DEBI/02May2025/5Minute/Q1000/,False
291,BUR-BUR-MER-BUGDUZ1,BURDUR2,DEBI,02May2025,5Minute,Q2,/BUR-BUR-MER-BUGDUZ1/BURDUR2/DEBI/02May2025/5Minute/Q2/,False
292,BUR-BUR-MER-BUGDUZ1,BURDUR2,DEBI,02May2025,5Minute,Q25,/BUR-BUR-MER-BUGDUZ1/BURDUR2/DEBI/02May2025/5Minute/Q25/,False
293,BUR-BUR-MER-BUGDUZ1,BURDUR2,DEBI,02May2025,5Minute,Q5,/BUR-BUR-MER-BUGDUZ1/BURDUR2/DEBI/02May2025/5Minute/Q5/,False
294,BUR-BUR-MER-BUGDUZ1,BURDUR2,DEBI,02May2025,5Minute,Q50,/BUR-BUR-MER-BUGDUZ1/BURDUR2/DEBI/02May2025/5Minute/Q50/,False
295,BUR-BUR-MER-BUGDUZ1,BURDUR2,DEBI,02May2025,5Minute,Q500,/BUR-BUR-MER-BUGDUZ1/BURDUR2/DEBI/02May2025/5Minute/Q500/,False
296,BUR-BUR-MER-BUGDUZ2,BURDUR2,DEBI,01May2025,30Minute,Q10,/BUR-BUR-MER-BUGDUZ2/BURDUR2/DEBI/01May2025/30Minute/Q10/,False
297,BUR-BUR-MER-BUGDUZ2,BURDUR2,DEBI,01May2025,30Minute,Q100,/BUR-BUR-MER-BUGDUZ2/BURDUR2/DEBI/01May2025/30Minute/Q100/,False
298,BUR-BUR-MER-BUGDUZ2,BURDUR2,DEBI,01May2025,30Minute,Q1000,/BUR-BUR-MER-BUGDUZ2/BURDUR2/DEBI/01May2025/30Minute/Q1000/,False
299,BUR-BUR-MER-BUGDUZ2,BURDUR2,DEBI,01May2025,30Minute,Q2,/BUR-BUR-MER-BUGDUZ2/BURDUR2/DEBI/01May2025/30Minute/Q2/,False
300,BUR-BUR-MER-BUGDUZ2,BURDUR2,DEBI,01May2025,30Minute,Q25,/BUR-BUR-MER-BUGDUZ2/BURDUR2/DEBI/01May2025/30Minute/Q25/,False
301,BUR-BUR-MER-BUGDUZ2,BURDUR2,DEBI,01May2025,30Minute,Q5,/BUR-BUR-MER-BUGDUZ2/BURDUR2/DEBI/01May2025/30Minute/Q5/,False
302,BUR-BUR-MER-BUGDUZ2,BURDUR2,DEBI,01May2025,30Minute,Q50,/BUR-BUR-MER-BUGDUZ2/BURDUR2/DEBI/01May2025/30Minute/Q50/,False
303,BUR-BUR-MER-BUGDUZ2,BURDUR2,DEBI,01May2025,30Minute,Q500,/BUR-BUR-MER-BUGDUZ2/BURDUR2/DEBI/01May2025/30Minute/Q500/,False
304,BUR-BUR-MER-BUGDUZ3,BURDUR2,DEBI,01May2025,30Minute,Q10,/BUR-BUR-MER-BUGDUZ3/BURDUR2/DEBI/01May2025/30Minute/Q10/,False
305,BUR-BUR-MER-BUGDUZ3,BURDUR2,DEBI,01May2025,30Minute,Q100,/BUR-BUR-MER-BUGDUZ3/BURDUR2/DEBI/01May2025/30Minute/Q100/,False
306,BUR-BUR-MER-BUGDUZ3,BURDUR2,DEBI,01May2025,30Minute,Q1000,/BUR-BUR-MER-BUGDUZ3/BURDUR2/DEBI/01May2025/30Minute/Q1000/,False
307,BUR-BUR-MER-BUGDUZ3,BURDUR2,DEBI,01May2025,30Minute,Q2,/BUR-BUR-MER-BUGDUZ3/BURDUR2/DEBI/01May2025/30Minute/Q2/,False
308,BUR-BUR-MER-BUGDUZ3,BURDUR2,DEBI,01May2025,30Minute,Q25,/BUR-BUR-MER-BUGDUZ3/BURDUR2/DEBI/01May2025/30Minute/Q25/,False
309,BUR-BUR-MER-BUGDUZ3,BURDUR2,DEBI,01May2025,30Minute,Q5,/BUR-BUR-MER-BUGDUZ3/BURDUR2/DEBI/01May2025/30Minute/Q5/,False
310,BUR-BUR-MER-BUGDUZ3,BURDUR2,DEBI,01May2025,30Minute,Q50,/BUR-BUR-MER-BUGDUZ3/BURDUR2/DEBI/01May2025/30Minute/Q50/,False
311,BUR-BUR-MER-BUGDUZ3,BURDUR2,DEBI,01May2025,30Minute,Q500,/BUR-BUR-MER-BUGDUZ3/BURDUR2/DEBI/01May2025/30Minute/Q500/,False
312,BUR-BUR-MER-BUGDUZ3A,BURDUR2,DEBI,01May2025,30Minute,Q10,/BUR-BUR-MER-BUGDUZ3A/BURDUR2/DEBI/01May2025/30Minute/Q10/,False
313,BUR-BUR-MER-BUGDUZ3A,BURDUR2,DEBI,01May2025,30Minute,Q100,/BUR-BUR-MER-BUGDUZ3A/BURDUR2/DEBI/01May2025/30Minute/Q100/,False
314,BUR-BUR-MER-BUGDUZ3A,BURDUR2,DEBI,01May2025,30Minute,Q1000,/BUR-BUR-MER-BUGDUZ3A/BURDUR2/DEBI/01May2025/30Minute/Q1000/,False
315,BUR-BUR-MER-BUGDUZ3A,BURDUR2,DEBI,01May2025,30Minute,Q2,/BUR-BUR-MER-BUGDUZ3A/BURDUR2/DEBI/01May2025/30Minute/Q2/,False
316,BUR-BUR-MER-BUGDUZ3A,BURDUR2,DEBI,01May2025,30Minute,Q25,/BUR-BUR-MER-BUGDUZ3A/BURDUR2/DEBI/01May2025/30Minute/Q25/,False
317,BUR-BUR-MER-BUGDUZ3A,BURDUR2,DEBI,01May2025,30Minute,Q5,/BUR-BUR-MER-BUGDUZ3A/BURDUR2/DEBI/01May2025/30Minute/Q5/,False
318,BUR-BUR-MER-BUGDUZ3A,BURDUR2,DEBI,01May2025,30Minute,Q50,/BUR-BUR-MER-BUGDUZ3A/BURDUR2/DEBI/01May2025/30Minute/Q50/,False
319,BUR-BUR-MER-BUGDUZ3A,BURDUR2,DEBI,01May2025,30Minute,Q500,/BUR-BUR-MER-BUGDUZ3A/BURDUR2/DEBI/01May2025/30Minute/Q500/,False
320,BUR-BUR-MER-BUGDUZ3B,BURDUR2,DEBI,01May2025,30Minute,Q10,/BUR-BUR-MER-BUGDUZ3B/BURDUR2/DEBI/01May2025/30Minute/Q10/,False
321,BUR-BUR-MER-BUGDUZ3B,BURDUR2,DEBI,01May2025,30Minute,Q100,/BUR-BUR-MER-BUGDUZ3B/BURDUR2/DEBI/01May2025/30Minute/Q100/,False
322,BUR-BUR-MER-BUGDUZ3B,BURDUR2,DEBI,01May2025,30Minute,Q1000,/BUR-BUR-MER-BUGDUZ3B/BURDUR2/DEBI/01May2025/30Minute/Q1000/,False
323,BUR-BUR-MER-BUGDUZ3B,BURDUR2,DEBI,01May2025,30Minute,Q2,/BUR-BUR-MER-BUGDUZ3B/BURDUR2/DEBI/01May2025/30Minute/Q2/,False
324,BUR-BUR-MER-BUGDUZ3B,BURDUR2,DEBI,01May2025,30Minute,Q25,/BUR-BUR-MER-BUGDUZ3B/BURDUR2/DEBI/01May2025/30Minute/Q25/,False
325,BUR-BUR-MER-BUGDUZ3B,BURDUR2,DEBI,01May2025,30Minute,Q5,/BUR-BUR-MER-BUGDUZ3B/BURDUR2/DEBI/01May2025/30Minute/Q5/,False
326,BUR-BUR-MER-BUGDUZ3B,BURDUR2,DEBI,01May2025,30Minute,Q50,/BUR-BUR-MER-BUGDUZ3B/BURDUR2/DEBI/01May2025/30Minute/Q50/,False
327,BUR-BUR-MER-BUGDUZ3B,BURDUR2,DEBI,01May2025,30Minute,Q500,/BUR-BUR-MER-BUGDUZ3B/BURDUR2/DEBI/01May2025/30Minute/Q500/,False
328,BUR-BUR-MER-BUGDUZ4,BURDUR2,DEBI,01May2025,30Minute,Q10,/BUR-BUR-MER-BUGDUZ4/BURDUR2/DEBI/01May2025/30Minute/Q10/,False
329,BUR-BUR-MER-BUGDUZ4,BURDUR2,DEBI,01May2025,30Minute,Q100,/BUR-BUR-MER-BUGDUZ4/BURDUR2/DEBI/01May2025/30Minute/Q100/,False
330,BUR-BUR-MER-BUGDUZ4,BURDUR2,DEBI,01May2025,30Minute,Q1000,/BUR-BUR-MER-BUGDUZ4/BURDUR2/DEBI/01May2025/30Minute/Q1000/,False
331,BUR-BUR-MER-BUGDUZ4,BURDUR2,DEBI,01May2025,30Minute,Q2,/BUR-BUR-MER-BUGDUZ4/BURDUR2/DEBI/01May2025/30Minute/Q2/,False
332,BUR-BUR-MER-BUGDUZ4,BURDUR2,DEBI,01May2025,30Minute,Q25,/BUR-BUR-MER-BUGDUZ4/BURDUR2/DEBI/01May2025/30Minute/Q25/,False
333,BUR-BUR-MER-BUGDUZ4,BURDUR2,DEBI,01May2025,30Minute,Q5,/BUR-BUR-MER-BUGDUZ4/BURDUR2/DEBI/01May2025/30Minute/Q5/,False
334,BUR-BUR-MER-BUGDUZ4,BURDUR2,DEBI,01May2025,30Minute,Q50,/BUR-BUR-MER-BUGDUZ4/BURDUR2/DEBI/01May2025/30Minute/Q50/,False
335,BUR-BUR-MER-BUGDUZ4,BURDUR2,DEBI,01May2025,30Minute,Q500,/BUR-BUR-MER-BUGDUZ4/BURDUR2/DEBI/01May2025/30Minute/Q500/,False
336,BUR-BUR-MER-BUGDUZ5,BURDUR2,DEBI,01May2025,30Minute,Q10,/BUR-BUR-MER-BUGDUZ5/BURDUR2/DEBI/01May2025/30Minute/Q10/,False
337,BUR-BUR-MER-BUGDUZ5,BURDUR2,DEBI,01May2025,30Minute,Q100,/BUR-BUR-MER-BUGDUZ5/BURDUR2/DEBI/01May2025/30Minute/Q100/,False
338,BUR-BUR-MER-BUGDUZ5,BURDUR2,DEBI,01May2025,30Minute,Q1000,/BUR-BUR-MER-BUGDUZ5/BURDUR2/DEBI/01May2025/30Minute/Q1000/,False
339,BUR-BUR-MER-BUGDUZ5,BURDUR2,DEBI,01May2025,30Minute,Q2,/BUR-BUR-MER-BUGDUZ5/BURDUR2/DEBI/01May2025/30Minute/Q2/,False
340,BUR-BUR-MER-BUGDUZ5,BURDUR2,DEBI,01May2025,30Minute,Q25,/BUR-BUR-MER-BUGDUZ5/BURDUR2/DEBI/01May2025/30Minute/Q25/,False
341,BUR-BUR-MER-BUGDUZ5,BURDUR2,DEBI,01May2025,30Minute,Q5,/BUR-BUR-MER-BUGDUZ5/BURDUR2/DEBI/01May2025/30Minute/Q5/,False
342,BUR-BUR-MER-BUGDUZ5,BURDUR2,DEBI,01May2025,30Minute,Q50,/BUR-BUR-MER-BUGDUZ5/BURDUR2/DEBI/01May2025/30Minute/Q50/,False
343,BUR-BUR-MER-BUGDUZ5,BURDUR2,DEBI,01May2025,30Minute,Q500,/BUR-BUR-MER-BUGDUZ5/BURDUR2/DEBI/01May2025/30Minute/Q500/,False
344,BUR-BUR-MER-BUGDUZ6,BURDUR2,DEBI,02May2025,5Minute,Q10,/BUR-BUR-MER-BUGDUZ6/BURDUR2/DEBI/02May2025/5Minute/Q10/,False
345,BUR-BUR-MER-BUGDUZ6,BURDUR2,DEBI,02May2025,5Minute,Q100,/BUR-BUR-MER-BUGDUZ6/BURDUR2/DEBI/02May2025/5Minute/Q100/,False
346,BUR-BUR-MER-BUGDUZ6,BURDUR2,DEBI,02May2025,5Minute,Q1000,/BUR-BUR-MER-BUGDUZ6/BURDUR2/DEBI/02May2025/5Minute/Q1000/,False
347,BUR-BUR-MER-BUGDUZ6,BURDUR2,DEBI,02May2025,5Minute,Q2,/BUR-BUR-MER-BUGDUZ6/BURDUR2/DEBI/02May2025/5Minute/Q2/,False
348,BUR-BUR-MER-BUGDUZ6,BURDUR2,DEBI,02May2025,5Minute,Q25,/BUR-BUR-MER-BUGDUZ6/BURDUR2/DEBI/02May2025/5Minute/Q25/,False
349,BUR-BUR-MER-BUGDUZ6,BURDUR2,DEBI,02May2025,5Minute,Q5,/BUR-BUR-MER-BUGDUZ6/BURDUR2/DEBI/02May2025/5Minute/Q5/,False
350,BUR-BUR-MER-BUGDUZ6,BURDUR2,DEBI,02May2025,5Minute,Q50,/BUR-BUR-MER-BUGDUZ6/BURDUR2/DEBI/02May2025/5Minute/Q50/,False
351,BUR-BUR-MER-BUGDUZ6,BURDUR2,DEBI,02May2025,5Minute,Q500,/BUR-BUR-MER-BUGDUZ6/BURDUR2/DEBI/02May2025/5Minute/Q500/,False
352,BUR-BUR-MER-BURDUR2,BURDUR2,DEBI,02May2025,5Minute,Q10,/BUR-BUR-MER-BURDUR2/BURDUR2/DEBI/02May2025/5Minute/Q10/,False
353,BUR-BUR-MER-BURDUR2,BURDUR2,DEBI,02May2025,5Minute,Q100,/BUR-BUR-MER-BURDUR2/BURDUR2/DEBI/02May2025/5Minute/Q100/,False
354,BUR-BUR-MER-BURDUR2,BURDUR2,DEBI,02May2025,5Minute,Q1000,/BUR-BUR-MER-BURDUR2/BURDUR2/DEBI/02May2025/5Minute/Q1000/,False
355,BUR-BUR-MER-BURDUR2,BURDUR2,DEBI,02May2025,5Minute,Q2,/BUR-BUR-MER-BURDUR2/BURDUR2/DEBI/02May2025/5Minute/Q2/,False
356,BUR-BUR-MER-BURDUR2,BURDUR2,DEBI,02May2025,5Minute,Q25,/BUR-BUR-MER-BURDUR2/BURDUR2/DEBI/02May2025/5Minute/Q25/,False
357,BUR-BUR-MER-BURDUR2,BURDUR2,DEBI,02May2025,5Minute,Q5,/BUR-BUR-MER-BURDUR2/BURDUR2/DEBI/02May2025/5Minute/Q5/,False
358,BUR-BUR-MER-BURDUR2,BURDUR2,DEBI,02May2025,5Minute,Q50,/BUR-BUR-MER-BURDUR2/BURDUR2/DEBI/02May2025/5Minute/Q50/,False
359,BUR-BUR-MER-BURDUR2,BURDUR2,DEBI,02May2025,5Minute,Q500,/BUR-BUR-MER-BURDUR2/BURDUR2/DEBI/02May2025/5Minute/Q500/,False
360,BUR-BUR-MER-BURDURA-T,BURDUR2,DEBI,01May2025,30Minute,Q10,/BUR-BUR-MER-BURDURA-T/BURDUR2/DEBI/01May2025/30Minute/Q10/,False
361,BUR-BUR-MER-BURDURA-T,BURDUR2,DEBI,01May2025,30Minute,Q100,/BUR-BUR-MER-BURDURA-T/BURDUR2/DEBI/01May2025/30Minute/Q100/,False
362,BUR-BUR-MER-BURDURA-T,BURDUR2,DEBI,01May2025,30Minute,Q1000,/BUR-BUR-MER-BURDURA-T/BURDUR2/DEBI/01May2025/30Minute/Q1000/,False
363,BUR-BUR-MER-BURDURA-T,BURDUR2,DEBI,01May2025,30Minute,Q2,/BUR-BUR-MER-BURDURA-T/BURDUR2/DEBI/01May2025/30Minute/Q2/,False
364,BUR-BUR-MER-BURDURA-T,BURDUR2,DEBI,01May2025,30Minute,Q25,/BUR-BUR-MER-BURDURA-T/BURDUR2/DEBI/01May2025/30Minute/Q25/,False
365,BUR-BUR-MER-BURDURA-T,BURDUR2,DEBI,01May2025,30Minute,Q5,/BUR-BUR-MER-BURDURA-T/BURDUR2/DEBI/01May2025/30Minute/Q5/,False
366,BUR-BUR-MER-BURDURA-T,BURDUR2,DEBI,01May2025,30Minute,Q50,/BUR-BUR-MER-BURDURA-T/BURDUR2/DEBI/01May2025/30Minute/Q50/,False
367,BUR-BUR-MER-BURDURA-T,BURDUR2,DEBI,01May2025,30Minute,Q500,/BUR-BUR-MER-BURDURA-T/BURDUR2/DEBI/01May2025/30Minute/Q500/,False
368,BUR-BUR-MER-BURDURB,BURDUR2,DEBI,01May2025,30Minute,Q10,/BUR-BUR-MER-BURDURB/BURDUR2/DEBI/01May2025/30Minute/Q10/,False
369,BUR-BUR-MER-BURDURB,BURDUR2,DEBI,01May2025,30Minute,Q100,/BUR-BUR-MER-BURDURB/BURDUR2/DEBI/01May2025/30Minute/Q100/,False
370,BUR-BUR-MER-BURDURB,BURDUR2,DEBI,01May2025,30Minute,Q1000,/BUR-BUR-MER-BURDURB/BURDUR2/DEBI/01May2025/30Minute/Q1000/,False
371,BUR-BUR-MER-BURDURB,BURDUR2,DEBI,01May2025,30Minute,Q2,/BUR-BUR-MER-BURDURB/BURDUR2/DEBI/01May2025/30Minute/Q2/,False
372,BUR-BUR-MER-BURDURB,BURDUR2,DEBI,01May2025,30Minute,Q25,/BUR-BUR-MER-BURDURB/BURDUR2/DEBI/01May2025/30Minute/Q25/,False
373,BUR-BUR-MER-BURDURB,BURDUR2,DEBI,01May2025,30Minute,Q5,/BUR-BUR-MER-BURDURB/BURDUR2/DEBI/01May2025/30Minute/Q5/,False
374,BUR-BUR-MER-BURDURB,BURDUR2,DEBI,01May2025,30Minute,Q50,/BUR-BUR-MER-BURDURB/BURDUR2/DEBI/01May2025/30Minute/Q50/,False
375,BUR-BUR-MER-BURDURB,BURDUR2,DEBI,01May2025,30Minute,Q500,/BUR-BUR-MER-BURDURB/BURDUR2/DEBI/01May2025/30Minute/Q500/,False
376,BUR-BUR-MER-BURDURC,BURDUR2,DEBI,01May2025,30Minute,Q10,/BUR-BUR-MER-BURDURC/BURDUR2/DEBI/01May2025/30Minute/Q10/,False
377,BUR-BUR-MER-BURDURC,BURDUR2,DEBI,01May2025,30Minute,Q100,/BUR-BUR-MER-BURDURC/BURDUR2/DEBI/01May2025/30Minute/Q100/,False
378,BUR-BUR-MER-BURDURC,BURDUR2,DEBI,01May2025,30Minute,Q1000,/BUR-BUR-MER-BURDURC/BURDUR2/DEBI/01May2025/30Minute/Q1000/,False
379,BUR-BUR-MER-BURDURC,BURDUR2,DEBI,01May2025,30Minute,Q2,/BUR-BUR-MER-BURDURC/BURDUR2/DEBI/01May2025/30Minute/Q2/,False
380,BUR-BUR-MER-BURDURC,BURDUR2,DEBI,01May2025,30Minute,Q25,/BUR-BUR-MER-BURDURC/BURDUR2/DEBI/01May2025/30Minute/Q25/,False
381,BUR-BUR-MER-BURDURC,BURDUR2,DEBI,01May2025,30Minute,Q5,/BUR-BUR-MER-BURDURC/BURDUR2/DEBI/01May2025/30Minute/Q5/,False
382,BUR-BUR-MER-BURDURC,BURDUR2,DEBI,01May2025,30Minute,Q50,/BUR-BUR-MER-BURDURC/BURDUR2/DEBI/01May2025/30Minute/Q50/,False
383,BUR-BUR-MER-BURDURC,BURDUR2,DEBI,01May2025,30Minute,Q500,/BUR-BUR-MER-BURDURC/BURDUR2/DEBI/01May2025/30Minute/Q500/,False
384,BUR-BUR-MER-BURDURD,BURDUR2,DEBI,01May2025,30Minute,Q10,/BUR-BUR-MER-BURDURD/BURDUR2/DEBI/01May2025/30Minute/Q10/,False
385,BUR-BUR-MER-BURDURD,BURDUR2,DEBI,01May2025,30Minute,Q100,/BUR-BUR-MER-BURDURD/BURDUR2/DEBI/01May2025/30Minute/Q100/,False
386,BUR-BUR-MER-BURDURD,BURDUR2,DEBI,01May2025,30Minute,Q1000,/BUR-BUR-MER-BURDURD/BURDUR2/DEBI/01May2025/30Minute/Q1000/,False
387,BUR-BUR-MER-BURDURD,BURDUR2,DEBI,01May2025,30Minute,Q2,/BUR-BUR-MER-BURDURD/BURDUR2/DEBI/01May2025/30Minute/Q2/,False
388,BUR-BUR-MER-BURDURD,BURDUR2,DEBI,01May2025,30Minute,Q25,/BUR-BUR-MER-BURDURD/BURDUR2/DEBI/01May2025/30Minute/Q25/,False
389,BUR-BUR-MER-BURDURD,BURDUR2,DEBI,01May2025,30Minute,Q5,/BUR-BUR-MER-BURDURD/BURDUR2/DEBI/01May2025/30Minute/Q5/,False
390,BUR-BUR-MER-BURDURD,BURDUR2,DEBI,01May2025,30Minute,Q50,/BUR-BUR-MER-BURDURD/BURDUR2/DEBI/01May2025/30Minute/Q50/,False
391,BUR-BUR-MER-BURDURD,BURDUR2,DEBI,01May2025,30Minute,Q500,/BUR-BUR-MER-BURDURD/BURDUR2/DEBI/01May2025/30Minute/Q500/,False
392,BUR-BUR-MER-CARSAK_DERESI1,BURDUR2,DEBI,02May2025,5Minute,Q10,/BUR-BUR-MER-CARSAK_DERESI1/BURDUR2/DEBI/02May2025/5Minute/Q10/,False
393,BUR-BUR-MER-CARSAK_DERESI1,BURDUR2,DEBI,02May2025,5Minute,Q100,/BUR-BUR-MER-CARSAK_DERESI1/BURDUR2/DEBI/02May2025/5Minute/Q100/,False
394,BUR-BUR-MER-CARSAK_DERESI1,BURDUR2,DEBI,02May2025,5Minute,Q1000,/BUR-BUR-MER-CARSAK_DERESI1/BURDUR2/DEBI/02May2025/5Minute/Q1000/,False
395,BUR-BUR-MER-CARSAK_DERESI1,BURDUR2,DEBI,02May2025,5Minute,Q2,/BUR-BUR-MER-CARSAK_DERESI1/BURDUR2/DEBI/02May2025/5Minute/Q2/,False
396,BUR-BUR-MER-CARSAK_DERESI1,BURDUR2,DEBI,02May2025,5Minute,Q25,/BUR-BUR-MER-CARSAK_DERESI1/BURDUR2/DEBI/02May2025/5Minute/Q25/,False
397,BUR-BUR-MER-CARSAK_DERESI1,BURDUR2,DEBI,02May2025,5Minute,Q5,/BUR-BUR-MER-CARSAK_DERESI1/BURDUR2/DEBI/02May2025/5Minute/Q5/,False
398,BUR-BUR-MER-CARSAK_DERESI1,BURDUR2,DEBI,02May2025,5Minute,Q50,/BUR-BUR-MER-CARSAK_DERESI1/BURDUR2/DEBI/02May2025/5Minute/Q50/,False
399,BUR-BUR-MER-CARSAK_DERESI1,BURDUR2,DEBI,02May2025,5Minute,Q500,/BUR-BUR-MER-CARSAK_DERESI1/BURDUR2/DEBI/02May2025/5Minute/Q500/,False
400,BUR-BUR-MER-CARSAK_DERESI2,BURDUR2,DEBI,01May2025,30Minute,Q10,/BUR-BUR-MER-CARSAK_DERESI2/BURDUR2/DEBI/01May2025/30Minute/Q10/,False
401,BUR-BUR-MER-CARSAK_DERESI2,BURDUR2,DEBI,01May2025,30Minute,Q100,/BUR-BUR-MER-CARSAK_DERESI2/BURDUR2/DEBI/01May2025/30Minute/Q100/,False
402,BUR-BUR-MER-CARSAK_DERESI2,BURDUR2,DEBI,01May2025,30Minute,Q1000,/BUR-BUR-MER-CARSAK_DERESI2/BURDUR2/DEBI/01May2025/30Minute/Q1000/,False
403,BUR-BUR-MER-CARSAK_DERESI2,BURDUR2,DEBI,01May2025,30Minute,Q2,/BUR-BUR-MER-CARSAK_DERESI2/BURDUR2/DEBI/01May2025/30Minute/Q2/,False
404,BUR-BUR-MER-CARSAK_DERESI2,BURDUR2,DEBI,01May2025,30Minute,Q25,/BUR-BUR-MER-CARSAK_DERESI2/BURDUR2/DEBI/01May2025/30Minute/Q25/,False
405,BUR-BUR-MER-CARSAK_DERESI2,BURDUR2,DEBI,01May2025,30Minute,Q5,/BUR-BUR-MER-CARSAK_DERESI2/BURDUR2/DEBI/01May2025/30Minute/Q5/,False
406,BUR-BUR-MER-CARSAK_DERESI2,BURDUR2,DEBI,01May2025,30Minute,Q50,/BUR-BUR-MER-CARSAK_DERESI2/BURDUR2/DEBI/01May2025/30Minute/Q50/,False
407,BUR-BUR-MER-CARSAK_DERESI2,BURDUR2,DEBI,01May2025,30Minute,Q500,/BUR-BUR-MER-CARSAK_DERESI2/BURDUR2/DEBI/01May2025/30Minute/Q500/,False
408,BUR-BUR-MER-CATAGIL,BURDUR2,DEBI,01May2025,30Minute,Q10,/BUR-BUR-MER-CATAGIL/BURDUR2/DEBI/01May2025/30Minute/Q10/,False
409,BUR-BUR-MER-CATAGIL,BURDUR2,DEBI,01May2025,30Minute,Q100,/BUR-BUR-MER-CATAGIL/BURDUR2/DEBI/01May2025/30Minute/Q100/,False
410,BUR-BUR-MER-CATAGIL,BURDUR2,DEBI,01May2025,30Minute,Q1000,/BUR-BUR-MER-CATAGIL/BURDUR2/DEBI/01May2025/30Minute/Q1000/,False
411,BUR-BUR-MER-CATAGIL,BURDUR2,DEBI,01May2025,30Minute,Q2,/BUR-BUR-MER-CATAGIL/BURDUR2/DEBI/01May2025/30Minute/Q2/,False
412,BUR-BUR-MER-CATAGIL,BURDUR2,DEBI,01May2025,30Minute,Q25,/BUR-BUR-MER-CATAGIL/BURDUR2/DEBI/01May2025/30Minute/Q25/,False
413,BUR-BUR-MER-CATAGIL,BURDUR2,DEBI,01May2025,30Minute,Q5,/BUR-BUR-MER-CATAGIL/BURDUR2/DEBI/01May2025/30Minute/Q5/,False
414,BUR-BUR-MER-CATAGIL,BURDUR2,DEBI,01May2025,30Minute,Q50,/BUR-BUR-MER-CATAGIL/BURDUR2/DEBI/01May2025/30Minute/Q50/,False
415,BUR-BUR-MER-CATAGIL,BURDUR2,DEBI,01May2025,30Minute,Q500,/BUR-BUR-MER-CATAGIL/BURDUR2/DEBI/01May2025/30Minute/Q500/,False
416,BUR-BUR-MER-CENDIK1,BURDUR2,DEBI,02May2025,5Minute,Q10,/BUR-BUR-MER-CENDIK1/BURDUR2/DEBI/02May2025/5Minute/Q10/,False
417,BUR-BUR-MER-CENDIK1,BURDUR2,DEBI,02May2025,5Minute,Q100,/BUR-BUR-MER-CENDIK1/BURDUR2/DEBI/02May2025/5Minute/Q100/,False
418,BUR-BUR-MER-CENDIK1,BURDUR2,DEBI,02May2025,5Minute,Q1000,/BUR-BUR-MER-CENDIK1/BURDUR2/DEBI/02May2025/5Minute/Q1000/,False
419,BUR-BUR-MER-CENDIK1,BURDUR2,DEBI,02May2025,5Minute,Q2,/BUR-BUR-MER-CENDIK1/BURDUR2/DEBI/02May2025/5Minute/Q2/,False
420,BUR-BUR-MER-CENDIK1,BURDUR2,DEBI,02May2025,5Minute,Q25,/BUR-BUR-MER-CENDIK1/BURDUR2/DEBI/02May2025/5Minute/Q25/,False
421,BUR-BUR-MER-CENDIK1,BURDUR2,DEBI,02May2025,5Minute,Q5,/BUR-BUR-MER-CENDIK1/BURDUR2/DEBI/02May2025/5Minute/Q5/,False
422,BUR-BUR-MER-CENDIK1,BURDUR2,DEBI,02May2025,5Minute,Q50,/BUR-BUR-MER-CENDIK1/BURDUR2/DEBI/02May2025/5Minute/Q50/,False
423,BUR-BUR-MER-CENDIK1,BURDUR2,DEBI,02May2025,5Minute,Q500,/BUR-BUR-MER-CENDIK1/BURDUR2/DEBI/02May2025/5Minute/Q500/,False
424,BUR-BUR-MER-CENDIK2,BURDUR2,DEBI,02May2025,5Minute,Q10,/BUR-BUR-MER-CENDIK2/BURDUR2/DEBI/02May2025/5Minute/Q10/,False
425,BUR-BUR-MER-CENDIK2,BURDUR2,DEBI,02May2025,5Minute,Q100,/BUR-BUR-MER-CENDIK2/BURDUR2/DEBI/02May2025/5Minute/Q100/,False
426,BUR-BUR-MER-CENDIK2,BURDUR2,DEBI,02May2025,5Minute,Q1000,/BUR-BUR-MER-CENDIK2/BURDUR2/DEBI/02May2025/5Minute/Q1000/,False
427,BUR-BUR-MER-CENDIK2,BURDUR2,DEBI,02May2025,5Minute,Q2,/BUR-BUR-MER-CENDIK2/BURDUR2/DEBI/02May2025/5Minute/Q2/,False
428,BUR-BUR-MER-CENDIK2,BURDUR2,DEBI,02May2025,5Minute,Q25,/BUR-BUR-MER-CENDIK2/BURDUR2/DEBI/02May2025/5Minute/Q25/,False
429,BUR-BUR-MER-CENDIK2,BURDUR2,DEBI,02May2025,5Minute,Q5,/BUR-BUR-MER-CENDIK2/BURDUR2/DEBI/02May2025/5Minute/Q5/,False
430,BUR-BUR-MER-CENDIK2,BURDUR2,DEBI,02May2025,5Minute,Q50,/BUR-BUR-MER-CENDIK2/BURDUR2/DEBI/02May2025/5Minute/Q50/,False
431,BUR-BUR-MER-CENDIK2,BURDUR2,DEBI,02May2025,5Minute,Q500,/BUR-BUR-MER-CENDIK2/BURDUR2/DEBI/02May2025/5Minute/Q500/,False
