catalog_row,A,B,C,D,E,F,pathname,selected
571,BUR-BUR-MER-GOKCEBAG-T,BURDUR2,DEBI,01May2025,30Minute,Q2,/BUR-BUR-MER-GOKCEBAG-T/BURDUR2/DEBI/01May2025/30Minute/Q2/,False
572,BUR-BUR-MER-GOKCEBAG-T,BURDUR2,DEBI,01May2025,30Minute,Q25,/BUR-BUR-MER-GOKCEBAG-T/BURDUR2/DEBI/01May2025/30Minute/Q25/,False
573,BUR-BUR-MER-GOKCEBAG-T,BURDUR2,DEBI,01May2025,30Minute,Q5,/BUR-BUR-MER-GOKCEBAG-T/BURDUR2/DEBI/01May2025/30Minute/Q5/,False
574,BUR-BUR-MER-GOKCEBAG-T,BURDUR2,DEBI,01May2025,30Minute,Q50,/BUR-BUR-MER-GOKCEBAG-T/BURDUR2/DEBI/01May2025/30Minute/Q50/,False
575,BUR-BUR-MER-GOKCEBAG-T,BURDUR2,DEBI,01May2025,30Minute,Q500,/BUR-BUR-MER-GOKCEBAG-T/BURDUR2/DEBI/01May2025/30Minute/Q500/,False
576,BUR-BUR-MER-GUNALAN,BURDUR2,DEBI,01May2025,30Minute,Q10,/BUR-BUR-MER-GUNALAN/BURDUR2/DEBI/01May2025/30Minute/Q10/,False
577,BUR-BUR-MER-GUNALAN,BURDUR2,DEBI,01May2025,30Minute,Q100,/BUR-BUR-MER-GUNALAN/BURDUR2/DEBI/01May2025/30Minute/Q100/,False
578,BUR-BUR-MER-GUNALAN,BURDUR2,DEBI,01May2025,30Minute,Q1000,/BUR-BUR-MER-GUNALAN/BURDUR2/DEBI/01May2025/30Minute/Q1000/,False
579,BUR-BUR-MER-GUNALAN,BURDUR2,DEBI,01May2025,30Minute,Q2,/BUR-BUR-MER-GUNALAN/BURDUR2/DEBI/01May2025/30Minute/Q2/,False
580,BUR-BUR-MER-GUNALAN,BURDUR2,DEBI,01May2025,30Minute,Q25,/BUR-BUR-MER-GUNALAN/BURDUR2/DEBI/01May2025/30Minute/Q25/,False
581,BUR-BUR-MER-GUNALAN,BURDUR2,DEBI,01May2025,30Minute,Q5,/BUR-BUR-MER-GUNALAN/BURDUR2/DEBI/01May2025/30Minute/Q5/,False
582,BUR-BUR-MER-GUNALAN,BURDUR2,DEBI,01May2025,30Minute,Q50,/BUR-BUR-MER-GUNALAN/BURDUR2/DEBI/01May2025/30Minute/Q50/,False
583,BUR-BUR-MER-GUNALAN,BURDUR2,DEBI,01May2025,30Minute,Q500,/BUR-BUR-MER-GUNALAN/BURDUR2/DEBI/01May2025/30Minute/Q500/,False
584,BUR-BUR-MER-GUNEYYAYLA1,BURDUR2,DEBI,02May2025,5Minute,Q10,/BUR-BUR-MER-GUNEYYAYLA1/BURDUR2/DEBI/02May2025/5Minute/Q10/,False
585,BUR-BUR-MER-GUNEYYAYLA1,BURDUR2,DEBI,02May2025,5Minute,Q100,/BUR-BUR-MER-GUNEYYAYLA1/BURDUR2/DEBI/02May2025/5Minute/Q100/,False
586,BUR-BUR-MER-GUNEYYAYLA1,BURDUR2,DEBI,02May2025,5Minute,Q1000,/BUR-BUR-MER-GUNEYYAYLA1/BURDUR2/DEBI/02May2025/5Minute/Q1000/,False
587,BUR-BUR-MER-GUNEYYAYLA1,BURDUR2,DEBI,02May2025,5Minute,Q2,/BUR-BUR-MER-GUNEYYAYLA1/BURDUR2/DEBI/02May2025/5Minute/Q2/,False
588,BUR-BUR-MER-GUNEYYAYLA1,BURDUR2,DEBI,02May2025,5Minute,Q25,/BUR-BUR-MER-GUNEYYAYLA1/BURDUR2/DEBI/02May2025/5Minute/Q25/,False
589,BUR-BUR-MER-GUNEYYAYLA1,BURDUR2,DEBI,02May2025,5Minute,Q5,/BUR-BUR-MER-GUNEYYAYLA1/BURDUR2/DEBI/02May2025/5Minute/Q5/,False
590,BUR-BUR-MER-GUNEYYAYLA1,BURDUR2,DEBI,02May2025,5Minute,Q50,/BUR-BUR-MER-GUNEYYAYLA1/BURDUR2/DEBI/02May2025/5Minute/Q50/,False
591,BUR-BUR-MER-GUNEYYAYLA1,BURDUR2,DEBI,02May2025,5Minute,Q500,/BUR-BUR-MER-GUNEYYAYLA1/BURDUR2/DEBI/02May2025/5Minute/Q500/,False
592,BUR-BUR-MER-GUNEYYAYLA2,BURDUR2,DEBI,02May2025,5Minute,Q10,/BUR-BUR-MER-GUNEYYAYLA2/BURDUR2/DEBI/02May2025/5Minute/Q10/,False
593,BUR-BUR-MER-GUNEYYAYLA2,BURDUR2,DEBI,02May2025,5Minute,Q100,/BUR-BUR-MER-GUNEYYAYLA2/BURDUR2/DEBI/02May2025/5Minute/Q100/,False
594,BUR-BUR-MER-GUNEYYAYLA2,BURDUR2,DEBI,02May2025,5Minute,Q1000,/BUR-BUR-MER-GUNEYYAYLA2/BURDUR2/DEBI/02May2025/5Minute/Q1000/,False
595,BUR-BUR-MER-GUNEYYAYLA2,BURDUR2,DEBI,02May2025,5Minute,Q2,/BUR-BUR-MER-GUNEYYAYLA2/BURDUR2/DEBI/02May2025/5Minute/Q2/,False
596,BUR-BUR-MER-GUNEYYAYLA2,BURDUR2,DEBI,02May2025,5Minute,Q25,/BUR-BUR-MER-GUNEYYAYLA2/BURDUR2/DEBI/02May2025/5Minute/Q25/,False
597,BUR-BUR-MER-GUNEYYAYLA2,BURDUR2,DEBI,02May2025,5Minute,Q5,/BUR-BUR-MER-GUNEYYAYLA2/BURDUR2/DEBI/02May2025/5Minute/Q5/,False
598,BUR-BUR-MER-GUNEYYAYLA2,BURDUR2,DEBI,02May2025,5Minute,Q50,/BUR-BUR-MER-GUNEYYAYLA2/BURDUR2/DEBI/02May2025/5Minute/Q50/,False
599,BUR-BUR-MER-GUNEYYAYLA2,BURDUR2,DEBI,02May2025,5Minute,Q500,/BUR-BUR-MER-GUNEYYAYLA2/BURDUR2/DEBI/02May2025/5Minute/Q500/,False
600,BUR-BUR-MER-GUNEYYAYLA3,BURDUR2,DEBI,02May2025,5Minute,Q10,/BUR-BUR-MER-GUNEYYAYLA3/BURDUR2/DEBI/02May2025/5Minute/Q10/,False
601,BUR-BUR-MER-GUNEYYAYLA3,BURDUR2,DEBI,02May2025,5Minute,Q100,/BUR-BUR-MER-GUNEYYAYLA3/BURDUR2/DEBI/02May2025/5Minute/Q100/,False
602,BUR-BUR-MER-GUNEYYAYLA3,BURDUR2,DEBI,02May2025,5Minute,Q1000,/BUR-BUR-MER-GUNEYYAYLA3/BURDUR2/DEBI/02May2025/5Minute/Q1000/,False
603,BUR-BUR-MER-GUNEYYAYLA3,BURDUR2,DEBI,02May2025,5Minute,Q2,/BUR-BUR-MER-GUNEYYAYLA3/BURDUR2/DEBI/02May2025/5Minute/Q2/,False
604,BUR-BUR-MER-GUNEYYAYLA3,BURDUR2,DEBI,02May2025,5Minute,Q25,/BUR-BUR-MER-GUNEYYAYLA3/BURDUR2/DEBI/02May2025/5Minute/Q25/,False
605,BUR-BUR-MER-GUNEYYAYLA3,BURDUR2,DEBI,02May2025,5Minute,Q5,/BUR-BUR-MER-GUNEYYAYLA3/BURDUR2/DEBI/02May2025/5Minute/Q5/,False
606,BUR-BUR-MER-GUNEYYAYLA3,BURDUR2,DEBI,02May2025,5Minute,Q50,/BUR-BUR-MER-GUNEYYAYLA3/BURDUR2/DEBI/02May2025/5Minute/Q50/,False
607,BUR-BUR-MER-GUNEYYAYLA3,BURDUR2,DEBI,02May2025,5Minute,Q500,/BUR-BUR-MER-GUNEYYAYLA3/BURDUR2/DEBI/02May2025/5Minute/Q500/,False
608,BUR-BUR-MER-HALICILAR,BURDUR2,DEBI,01May2025,30Minute,Q10,/BUR-BUR-MER-HALICILAR/BURDUR2/DEBI/01May2025/30Minute/Q10/,False
609,BUR-BUR-MER-HALICILAR,BURDUR2,DEBI,01May2025,30Minute,Q100,/BUR-BUR-MER-HALICILAR/BURDUR2/DEBI/01May2025/30Minute/Q100/,False
610,BUR-BUR-MER-HALICILAR,BURDUR2,DEBI,01May2025,30Minute,Q1000,/BUR-BUR-MER-HALICILAR/BURDUR2/DEBI/01May2025/30Minute/Q1000/,False
611,BUR-BUR-MER-HALICILAR,BURDUR2,DEBI,01May2025,30Minute,Q2,/BUR-BUR-MER-HALICILAR/BURDUR2/DEBI/01May2025/30Minute/Q2/,False
612,BUR-BUR-MER-HALICILAR,BURDUR2,DEBI,01May2025,30Minute,Q25,/BUR-BUR-MER-HALICILAR/BURDUR2/DEBI/01May2025/30Minute/Q25/,False
613,BUR-BUR-MER-HALICILAR,BURDUR2,DEBI,01May2025,30Minute,Q5,/BUR-BUR-MER-HALICILAR/BURDUR2/DEBI/01May2025/30Minute/Q5/,False
614,BUR-BUR-MER-HALICILAR,BURDUR2,DEBI,01May2025,30Minute,Q50,/BUR-BUR-MER-HALICILAR/BURDUR2/DEBI/01May2025/30Minute/Q50/,False
615,BUR-BUR-MER-HALICILAR,BURDUR2,DEBI,01May2025,30Minute,Q500,/BUR-BUR-MER-HALICILAR/BURDUR2/DEBI/01May2025/30Minute/Q500/,False
616,BUR-BUR-MER-IBILYAS_DERESI,BURDUR2,DEBI,01May2025,30Minute,Q10,/BUR-BUR-MER-IBILYAS_DERESI/BURDUR2/DEBI/01May2025/30Minute/Q10/,False
617,BUR-BUR-MER-IBILYAS_DERESI,BURDUR2,DEBI,01May2025,30Minute,Q100,/BUR-BUR-MER-IBILYAS_DERESI/BURDUR2/DEBI/01May2025/30Minute/Q100/,False
618,BUR-BUR-MER-IBILYAS_DERESI,BURDUR2,DEBI,01May2025,30Minute,Q1000,/BUR-BUR-MER-IBILYAS_DERESI/BURDUR2/DEBI/01May2025/30Minute/Q1000/,False
619,BUR-BUR-MER-IBILYAS_DERESI,BURDUR2,DEBI,01May2025,30Minute,Q2,/BUR-BUR-MER-IBILYAS_DERESI/BURDUR2/DEBI/01May2025/30Minute/Q2/,False
620,BUR-BUR-MER-IBILYAS_DERESI,BURDUR2,DEBI,01May2025,30Minute,Q25,/BUR-BUR-MER-IBILYAS_DERESI/BURDUR2/DEBI/01May2025/30Minute/Q25/,False
621,BUR-BUR-MER-IBILYAS_DERESI,BURDUR2,DEBI,01May2025,30Minute,Q5,/BUR-BUR-MER-IBILYAS_DERESI/BURDUR2/DEBI/01May2025/30Minute/Q5/,False
622,BUR-BUR-MER-IBILYAS_DERESI,BURDUR2,DEBI,01May2025,30Minute,Q50,/BUR-BUR-MER-IBILYAS_DERESI/BURDUR2/DEBI/01May2025/30Minute/Q50/,False
623,BUR-BUR-MER-IBILYAS_DERESI,BURDUR2,DEBI,01May2025,30Minute,Q500,/BUR-BUR-MER-IBILYAS_DERESI/BURDUR2/DEBI/01May2025/30Minute/Q500/,False
624,BUR-BUR-MER-ILYAS1,BURDUR2,DEBI,01May2025,30Minute,Q10,/BUR-BUR-MER-ILYAS1/BURDUR2/DEBI/01May2025/30Minute/Q10/,False
625,BUR-BUR-MER-ILYAS1,BURDUR2,DEBI,01May2025,30Minute,Q100,/BUR-BUR-MER-ILYAS1/BURDUR2/DEBI/01May2025/30Minute/Q100/,False
626,BUR-BUR-MER-ILYAS1,BURDUR2,DEBI,01May2025,30Minute,Q1000,/BUR-BUR-MER-ILYAS1/BURDUR2/DEBI/01May2025/30Minute/Q1000/,False
627,BUR-BUR-MER-ILYAS1,BURDUR2,DEBI,01May2025,30Minute,Q2,/BUR-BUR-MER-ILYAS1/BURDUR2/DEBI/01May2025/30Minute/Q2/,False
628,BUR-BUR-MER-ILYAS1,BURDUR2,DEBI,01May2025,30Minute,Q25,/BUR-BUR-MER-ILYAS1/BURDUR2/DEBI/01May2025/30Minute/Q25/,False
629,BUR-BUR-MER-ILYAS1,BURDUR2,DEBI,01May2025,30Minute,Q5,/BUR-BUR-MER-ILYAS1/BURDUR2/DEBI/01May2025/30Minute/Q5/,False
630,BUR-BUR-MER-ILYAS1,BURDUR2,DEBI,01May2025,30Minute,Q50,/BUR-BUR-MER-ILYAS1/BURDUR2/DEBI/01May2025/30Minute/Q50/,False
631,BUR-BUR-MER-ILYAS1,BURDUR2,DEBI,01May2025,30Minute,Q500,/BUR-BUR-MER-ILYAS1/BURDUR2/DEBI/01May2025/30Minute/Q500/,False
632,BUR-BUR-MER-ILYAS2,BURDUR2,DEBI,01May2025,30Minute,Q10,/BUR-BUR-MER-ILYAS2/BURDUR2/DEBI/01May2025/30Minute/Q10/,False
633,BUR-BUR-MER-ILYAS2,BURDUR2,DEBI,01May2025,30Minute,Q100,/BUR-BUR-MER-ILYAS2/BURDUR2/DEBI/01May2025/30Minute/Q100/,False
634,BUR-BUR-MER-ILYAS2,BURDUR2,DEBI,01May2025,30Minute,Q1000,/BUR-BUR-MER-ILYAS2/BURDUR2/DEBI/01May2025/30Minute/Q1000/,False
635,BUR-BUR-MER-ILYAS2,BURDUR2,DEBI,01May2025,30Minute,Q2,/BUR-BUR-MER-ILYAS2/BURDUR2/DEBI/01May2025/30Minute/Q2/,False
636,BUR-BUR-MER-ILYAS2,BURDUR2,DEBI,01May2025,30Minute,Q25,/BUR-BUR-MER-ILYAS2/BURDUR2/DEBI/01May2025/30Minute/Q25/,False
637,BUR-BUR-MER-ILYAS2,BURDUR2,DEBI,01May2025,30Minute,Q5,/BUR-BUR-MER-ILYAS2/BURDUR2/DEBI/01May2025/30Minute/Q5/,False
638,BUR-BUR-MER-ILYAS2,BURDUR2,DEBI,01May2025,30Minute,Q50,/BUR-BUR-MER-ILYAS2/BURDUR2/DEBI/01May2025/30Minute/Q50/,False
639,BUR-BUR-MER-ILYAS2,BURDUR2,DEBI,01May2025,30Minute,Q500,/BUR-BUR-MER-ILYAS2/BURDUR2/DEBI/01May2025/30Minute/Q500/,False
640,BUR-BUR-MER-ILYAS3,BURDUR2,DEBI,01May2025,30Minute,Q10,/BUR-BUR-MER-ILYAS3/BURDUR2/DEBI/01May2025/30Minute/Q10/,False
641,BUR-BUR-MER-ILYAS3,BURDUR2,DEBI,01May2025,30Minute,Q100,/BUR-BUR-MER-ILYAS3/BURDUR2/DEBI/01May2025/30Minute/Q100/,False
642,BUR-BUR-MER-ILYAS3,BURDUR2,DEBI,01May2025,30Minute,Q1000,/BUR-BUR-MER-ILYAS3/BURDUR2/DEBI/01May2025/30Minute/Q1000/,False
643,BUR-BUR-MER-ILYAS3,BURDUR2,DEBI,01May2025,30Minute,Q2,/BUR-BUR-MER-ILYAS3/BURDUR2/DEBI/01May2025/30Minute/Q2/,False
644,BUR-BUR-MER-ILYAS3,BURDUR2,DEBI,01May2025,30Minute,Q25,/BUR-BUR-MER-ILYAS3/BURDUR2/DEBI/01May2025/30Minute/Q25/,False
645,BUR-BUR-MER-ILYAS3,BURDUR2,DEBI,01May2025,30Minute,Q5,/BUR-BUR-MER-ILYAS3/BURDUR2/DEBI/01May2025/30Minute/Q5/,False
646,BUR-BUR-MER-ILYAS3,BURDUR2,DEBI,01May2025,30Minute,Q50,/BUR-BUR-MER-ILYAS3/BURDUR2/DEBI/01May2025/30Minute/Q50/,False
647,BUR-BUR-MER-ILYAS3,BURDUR2,DEBI,01May2025,30Minute,Q500,/BUR-BUR-MER-ILYAS3/BURDUR2/DEBI/01May2025/30Minute/Q500/,False
648,BUR-BUR-MER-ILYAS4,BURDUR2,DEBI,01May2025,30Minute,Q10,/BUR-BUR-MER-ILYAS4/BURDUR2/DEBI/01May2025/30Minute/Q10/,False
649,BUR-BUR-MER-ILYAS4,BURDUR2,DEBI,01May2025,30Minute,Q100,/BUR-BUR-MER-ILYAS4/BURDUR2/DEBI/01May2025/30Minute/Q100/,False
650,BUR-BUR-MER-ILYAS4,BURDUR2,DEBI,01May2025,30Minute,Q1000,/BUR-BUR-MER-ILYAS4/BURDUR2/DEBI/01May2025/30Minute/Q1000/,False
651,BUR-BUR-MER-ILYAS4,BURDUR2,DEBI,01May2025,30Minute,Q2,/BUR-BUR-MER-ILYAS4/BURDUR2/DEBI/01May2025/30Minute/Q2/,False
652,BUR-BUR-MER-ILYAS4,BURDUR2,DEBI,01May2025,30Minute,Q25,/BUR-BUR-MER-ILYAS4/BURDUR2/DEBI/01May2025/30Minute/Q25/,False
653,BUR-BUR-MER-ILYAS4,BURDUR2,DEBI,01May2025,30Minute,Q5,/BUR-BUR-MER-ILYAS4/BURDUR2/DEBI/01May2025/30Minute/Q5/,False
654,BUR-BUR-MER-ILYAS4,BURDUR2,DEBI,01May2025,30Minute,Q50,/BUR-BUR-MER-ILYAS4/BURDUR2/DEBI/01May2025/30Minute/Q50/,False
655,BUR-BUR-MER-ILYAS4,BURDUR2,DEBI,01May2025,30Minute,Q500,/BUR-BUR-MER-ILYAS4/BURDUR2/DEBI/01May2025/30Minute/Q500/,False
656,BUR-BUR-MER-ILYAS5,BURDUR2,DEBI,02May2025,5Minute,Q10,/BUR-BUR-MER-ILYAS5/BURDUR2/DEBI/02May2025/5Minute/Q10/,False
657,BUR-BUR-MER-ILYAS5,BURDUR2,DEBI,02May2025,5Minute,Q100,/BUR-BUR-MER-ILYAS5/BURDUR2/DEBI/02May2025/5Minute/Q100/,False
658,BUR-BUR-MER-ILYAS5,BURDUR2,DEBI,02May2025,5Minute,Q1000,/BUR-BUR-MER-ILYAS5/BURDUR2/DEBI/02May2025/5Minute/Q1000/,False
659,BUR-BUR-MER-ILYAS5,BURDUR2,DEBI,02May2025,5Minute,Q2,/BUR-BUR-MER-ILYAS5/BURDUR2/DEBI/02May2025/5Minute/Q2/,False
660,BUR-BUR-MER-ILYAS5,BURDUR2,DEBI,02May2025,5Minute,Q25,/BUR-BUR-MER-ILYAS5/BURDUR2/DEBI/02May2025/5Minute/Q25/,False
661,BUR-BUR-MER-ILYAS5,BURDUR2,DEBI,02May2025,5Minute,Q5,/BUR-BUR-MER-ILYAS5/BURDUR2/DEBI/02May2025/5Minute/Q5/,False
662,BUR-BUR-MER-ILYAS5,BURDUR2,DEBI,02May2025,5Minute,Q50,/BUR-BUR-MER-ILYAS5/BURDUR2/DEBI/02May2025/5Minute/Q50/,False
663,BUR-BUR-MER-ILYAS5,BURDUR2,DEBI,02May2025,5Minute,Q500,/BUR-BUR-MER-ILYAS5/BURDUR2/DEBI/02May2025/5Minute/Q500/,False
664,BUR-BUR-MER-INDERE,BURDUR2,DEBI,01May2025,30Minute,Q10,/BUR-BUR-MER-INDERE/BURDUR2/DEBI/01May2025/30Minute/Q10/,False
665,BUR-BUR-MER-INDERE,BURDUR2,DEBI,01May2025,30Minute,Q100,/BUR-BUR-MER-INDERE/BURDUR2/DEBI/01May2025/30Minute/Q100/,False
666,BUR-BUR-MER-INDERE,BURDUR2,DEBI,01May2025,30Minute,Q1000,/BUR-BUR-MER-INDERE/BURDUR2/DEBI/01May2025/30Minute/Q1000/,False
667,BUR-BUR-MER-INDERE,BURDUR2,DEBI,01May2025,30Minute,Q2,/BUR-BUR-MER-INDERE/BURDUR2/DEBI/01May2025/30Minute/Q2/,False
668,BUR-BUR-MER-INDERE,BURDUR2,DEBI,01May2025,30Minute,Q25,/BUR-BUR-MER-INDERE/BURDUR2/DEBI/01May2025/30Minute/Q25/,False
669,BUR-BUR-MER-INDERE,BURDUR2,DEBI,01May2025,30Minute,Q5,/BUR-BUR-MER-INDERE/BURDUR2/DEBI/01May2025/30Minute/Q5/,False
670,BUR-BUR-MER-INDERE,BURDUR2,DEBI,01May2025,30Minute,Q50,/BUR-BUR-MER-INDERE/BURDUR2/DEBI/01May2025/30Minute/Q50/,False
671,BUR-BUR-MER-INDERE,BURDUR2,DEBI,01May2025,30Minute,Q500,/BUR-BUR-MER-INDERE/BURDUR2/DEBI/01May2025/30Minute/Q500/,False
672,BUR-BUR-MER-KARA_DERESI,BURDUR2,DEBI,02May2025,5Minute,Q10,/BUR-BUR-MER-KARA_DERESI/BURDUR2/DEBI/02May2025/5Minute/Q10/,False
673,BUR-BUR-MER-KARA_DERESI,BURDUR2,DEBI,02May2025,5Minute,Q100,/BUR-BUR-MER-KARA_DERESI/BURDUR2/DEBI/02May2025/5Minute/Q100/,False
674,BUR-BUR-MER-KARA_DERESI,BURDUR2,DEBI,02May2025,5Minute,Q1000,/BUR-BUR-MER-KARA_DERESI/BURDUR2/DEBI/02May2025/5Minute/Q1000/,False
675,BUR-BUR-MER-KARA_DERESI,BURDUR2,DEBI,02May2025,5Minute,Q2,/BUR-BUR-MER-KARA_DERESI/BURDUR2/DEBI/02May2025/5Minute/Q2/,False
676,BUR-BUR-MER-KARA_DERESI,BURDUR2,DEBI,02May2025,5Minute,Q25,/BUR-BUR-MER-KARA_DERESI/BURDUR2/DEBI/02May2025/5Minute/Q25/,False
677,BUR-BUR-MER-KARA_DERESI,BURDUR2,DEBI,02May2025,5Minute,Q5,/BUR-BUR-MER-KARA_DERESI/BURDUR2/DEBI/02May2025/5Minute/Q5/,False
678,BUR-BUR-MER-KARA_DERESI,BURDUR2,DEBI,02May2025,5Minute,Q50,/BUR-BUR-MER-KARA_DERESI/BURDUR2/DEBI/02May2025/5Minute/Q50/,False
679,BUR-BUR-MER-KARA_DERESI,BURDUR2,DEBI,02May2025,5Minute,Q500,/BUR-BUR-MER-KARA_DERESI/BURDUR2/DEBI/02May2025/5Minute/Q500/,False
680,BUR-BUR-MER-KARAKENT,BURDUR2,DEBI,01May2025,30Minute,Q10,/BUR-BUR-MER-KARAKENT/BURDUR2/DEBI/01May2025/30Minute/Q10/,False
681,BUR-BUR-MER-KARAKENT,BURDUR2,DEBI,01May2025,30Minute,Q100,/BUR-BUR-MER-KARAKENT/BURDUR2/DEBI/01May2025/30Minute/Q100/,False
682,BUR-BUR-MER-KARAKENT,BURDUR2,DEBI,01May2025,30Minute,Q1000,/BUR-BUR-MER-KARAKENT/BURDUR2/DEBI/01May2025/30Minute/Q1000/,False
683,BUR-BUR-MER-KARAKENT,BURDUR2,DEBI,01May2025,30Minute,Q2,/BUR-BUR-MER-KARAKENT/BURDUR2/DEBI/01May2025/30Minute/Q2/,False
684,BUR-BUR-MER-KARAKENT,BURDUR2,DEBI,01May2025,30Minute,Q25,/BUR-BUR-MER-KARAKENT/BURDUR2/DEBI/01May2025/30Minute/Q25/,False
685,BUR-BUR-MER-KARAKENT,BURDUR2,DEBI,01May2025,30Minute,Q5,/BUR-BUR-MER-KARAKENT/BURDUR2/DEBI/01May2025/30Minute/Q5/,False
686,BUR-BUR-MER-KARAKENT,BURDUR2,DEBI,01May2025,30Minute,Q50,/BUR-BUR-MER-KARAKENT/BURDUR2/DEBI/01May2025/30Minute/Q50/,False
687,BUR-BUR-MER-KARAKENT,BURDUR2,DEBI,01May2025,30Minute,Q500,/BUR-BUR-MER-KARAKENT/BURDUR2/DEBI/01May2025/30Minute/Q500/,False
688,BUR-BUR-MER-KAVACIK1,BURDUR2,DEBI,01May2025,30Minute,Q10,/BUR-BUR-MER-KAVACIK1/BURDUR2/DEBI/01May2025/30Minute/Q10/,False
689,BUR-BUR-MER-KAVACIK1,BURDUR2,DEBI,01May2025,30Minute,Q100,/BUR-BUR-MER-KAVACIK1/BURDUR2/DEBI/01May2025/30Minute/Q100/,False
690,BUR-BUR-MER-KAVACIK1,BURDUR2,DEBI,01May2025,30Minute,Q1000,/BUR-BUR-MER-KAVACIK1/BURDUR2/DEBI/01May2025/30Minute/Q1000/,False
691,BUR-BUR-MER-KAVACIK1,BURDUR2,DEBI,01May2025,30Minute,Q2,/BUR-BUR-MER-KAVACIK1/BURDUR2/DEBI/01May2025/30Minute/Q2/,False
692,BUR-BUR-MER-KAVACIK1,BURDUR2,DEBI,01May2025,30Minute,Q25,/BUR-BUR-MER-KAVACIK1/BURDUR2/DEBI/01May2025/30Minute/Q25/,False
693,BUR-BUR-MER-KAVACIK1,BURDUR2,DEBI,01May2025,30Minute,Q5,/BUR-BUR-MER-KAVACIK1/BURDUR2/DEBI/01May2025/30Minute/Q5/,False
694,BUR-BUR-MER-KAVACIK1,BURDUR2,DEBI,01May2025,30Minute,Q50,/BUR-BUR-MER-KAVACIK1/BURDUR2/DEBI/01May2025/30Minute/Q50/,False
695,BUR-BUR-MER-KAVACIK1,BURDUR2,DEBI,01May2025,30Minute,Q500,/BUR-BUR-MER-KAVACIK1/BURDUR2/DEBI/01May2025/30Minute/Q500/,False
696,BUR-BUR-MER-KAVACIK2,BURDUR2,DEBI,01May2025,30Minute,Q10,/BUR-BUR-MER-KAVACIK2/BURDUR2/DEBI/01May2025/30Minute/Q10/,False
697,BUR-BUR-MER-KAVACIK2,BURDUR2,DEBI,01May2025,30Minute,Q100,/BUR-BUR-MER-KAVACIK2/BURDUR2/DEBI/01May2025/30Minute/Q100/,False
698,BUR-BUR-MER-KAVACIK2,BURDUR2,DEBI,01May2025,30Minute,Q1000,/BUR-BUR-MER-KAVACIK2/BURDUR2/DEBI/01May2025/30Minute/Q1000/,False
699,BUR-BUR-MER-KAVACIK2,BURDUR2,DEBI,01May2025,30Minute,Q2,/BUR-BUR-MER-KAVACIK2/BURDUR2/DEBI/01May2025/30Minute/Q2/,False
700,BUR-BUR-MER-KAVACIK2,BURDUR2,DEBI,01May2025,30Minute,Q25,/BUR-BUR-MER-KAVACIK2/BURDUR2/DEBI/01May2025/30Minute/Q25/,False
701,BUR-BUR-MER-KAVACIK2,BURDUR2,DEBI,01May2025,30Minute,Q5,/BUR-BUR-MER-KAVACIK2/BURDUR2/DEBI/01May2025/30Minute/Q5/,False
702,BUR-BUR-MER-KAVACIK2,BURDUR2,DEBI,01May2025,30Minute,Q50,/BUR-BUR-MER-KAVACIK2/BURDUR2/DEBI/01May2025/30Minute/Q50/,False
703,BUR-BUR-MER-KAVACIK2,BURDUR2,DEBI,01May2025,30Minute,Q500,/BUR-BUR-MER-KAVACIK2/BURDUR2/DEBI/01May2025/30Minute/Q500/,False
704,BUR-BUR-MER-KAVACIK3,BURDUR2,DEBI,01May2025,30Minute,Q10,/BUR-BUR-MER-KAVACIK3/BURDUR2/DEBI/01May2025/30Minute/Q10/,False
705,BUR-BUR-MER-KAVACIK3,BURDUR2,DEBI,01May2025,30Minute,Q100,/BUR-BUR-MER-KAVACIK3/BURDUR2/DEBI/01May2025/30Minute/Q100/,False
706,BUR-BUR-MER-KAVACIK3,BURDUR2,DEBI,01May2025,30Minute,Q1000,/BUR-BUR-MER-KAVACIK3/BURDUR2/DEBI/01May2025/30Minute/Q1000/,False
707,BUR-BUR-MER-KAVACIK3,BURDUR2,DEBI,01May2025,30Minute,Q2,/BUR-BUR-MER-KAVACIK3/BURDUR2/DEBI/01May2025/30Minute/Q2/,False
708,BUR-BUR-MER-KAVACIK3,BURDUR2,DEBI,01May2025,30Minute,Q25,/BUR-BUR-MER-KAVACIK3/BURDUR2/DEBI/01May2025/30Minute/Q25/,False
709,BUR-BUR-MER-KAVACIK3,BURDUR2,DEBI,01May2025,30Minute,Q5,/BUR-BUR-MER-KAVACIK3/BURDUR2/DEBI/01May2025/30Minute/Q5/,False
710,BUR-BUR-MER-KAVACIK3,BURDUR2,DEBI,01May2025,30Minute,Q50,/BUR-BUR-MER-KAVACIK3/BURDUR2/DEBI/01May2025/30Minute/Q50/,False
711,BUR-BUR-MER-KAVACIK3,BURDUR2,DEBI,01May2025,30Minute,Q500,/BUR-BUR-MER-KAVACIK3/BURDUR2/DEBI/01May2025/30Minute/Q500/,False
712,BUR-BUR-MER-KAVACIK4,BURDUR2,DEBI,01May2025,30Minute,Q10,/BUR-BUR-MER-KAVACIK4/BURDUR2/DEBI/01May2025/30Minute/Q10/,False
713,BUR-BUR-MER-KAVACIK4,BURDUR2,DEBI,01May2025,30Minute,Q100,/BUR-BUR-MER-KAVACIK4/BURDUR2/DEBI/01May2025/30Minute/Q100/,False
