catalog_row,A,B,C,D,E,F,pathname,selected
2445,BUR-BUR-MER-ILYAS4,BURDUR2,DEBI,01May2025,30Minute,Q5,/BUR-BUR-MER-ILYAS4/BURDUR2/DEBI/01May2025/30Minute/Q5/,False
2446,BUR-BUR-MER-ILYAS4,BURDUR2,DEBI,01May2025,30Minute,Q50,/BUR-BUR-MER-ILYAS4/BURDUR2/DEBI/01May2025/30Minute/Q50/,False
2447,BUR-BUR-MER-ILYAS4,BURDUR2,DEBI,01May2025,30Minute,Q500,/BUR-BUR-MER-ILYAS4/BURDUR2/DEBI/01May2025/30Minute/Q500/,False
2448,BUR-BUR-MER-ILYAS5,BURDUR,DEBI,02May2025,5Minute,Q10,/BUR-BUR-MER-ILYAS5/BURDUR/DEBI/02May2025/5Minute/Q10/,False
2449,BUR-BUR-MER-ILYAS5,BURDUR,DEBI,02May2025,5Minute,Q100,/BUR-BUR-MER-ILYAS5/BURDUR/DEBI/02May2025/5Minute/Q100/,False
2450,BUR-BUR-MER-ILYAS5,BURDUR,DEBI,02May2025,5Minute,Q1000,/BUR-BUR-MER-ILYAS5/BURDUR/DEBI/02May2025/5Minute/Q1000/,False
2451,BUR-BUR-MER-ILYAS5,BURDUR,DEBI,02May2025,5Minute,Q2,/BUR-BUR-MER-ILYAS5/BURDUR/DEBI/02May2025/5Minute/Q2/,False
2452,BUR-BUR-MER-ILYAS5,BURDUR,DEBI,02May2025,5Minute,Q25,/BUR-BUR-MER-ILYAS5/BURDUR/DEBI/02May2025/5Minute/Q25/,False
2453,BUR-BUR-MER-ILYAS5,BURDUR,DEBI,02May2025,5Minute,Q5,/BUR-BUR-MER-ILYAS5/BURDUR/DEBI/02May2025/5Minute/Q5/,False
2454,BUR-BUR-MER-ILYAS5,BURDUR,DEBI,02May2025,5Minute,Q50,/BUR-BUR-MER-ILYAS5/BURDUR/DEBI/02May2025/5Minute/Q50/,False
2455,BUR-BUR-MER-ILYAS5,BURDUR,DEBI,02May2025,5Minute,Q500,/BUR-BUR-MER-ILYAS5/BURDUR/DEBI/02May2025/5Minute/Q500/,False
2456,BUR-BUR-MER-ILYAS5,BURDUR2,DEBI,02May2025,5Minute,Q10,/BUR-BUR-MER-ILYAS5/BURDUR2/DEBI/02May2025/5Minute/Q10/,False
2457,BUR-BUR-MER-ILYAS5,BURDUR2,DEBI,02May2025,5Minute,Q100,/BUR-BUR-MER-ILYAS5/BURDUR2/DEBI/02May2025/5Minute/Q100/,False
2458,BUR-BUR-MER-ILYAS5,BURDUR2,DEBI,02May2025,5Minute,Q1000,/BUR-BUR-MER-ILYAS5/BURDUR2/DEBI/02May2025/5Minute/Q1000/,False
2459,BUR-BUR-MER-ILYAS5,BURDUR2,DEBI,02May2025,5Minute,Q2,/BUR-BUR-MER-ILYAS5/BURDUR2/DEBI/02May2025/5Minute/Q2/,False
2460,BUR-BUR-MER-ILYAS5,BURDUR2,DEBI,02May2025,5Minute,Q25,/BUR-BUR-MER-ILYAS5/BURDUR2/DEBI/02May2025/5Minute/Q25/,False
2461,BUR-BUR-MER-ILYAS5,BURDUR2,DEBI,02May2025,5Minute,Q5,/BUR-BUR-MER-ILYAS5/BURDUR2/DEBI/02May2025/5Minute/Q5/,False
2462,BUR-BUR-MER-ILYAS5,BURDUR2,DEBI,02May2025,5Minute,Q50,/BUR-BUR-MER-ILYAS5/BURDUR2/DEBI/02May2025/5Minute/Q50/,False
2463,BUR-BUR-MER-ILYAS5,BURDUR2,DEBI,02May2025,5Minute,Q500,/BUR-BUR-MER-ILYAS5/BURDUR2/DEBI/02May2025/5Minute/Q500/,False
2464,BUR-BUR-MER-INDERE,BURDUR,DEBI,01May2025,30Minute,Q10,/BUR-BUR-MER-INDERE/BURDUR/DEBI/01May2025/30Minute/Q10/,False
2465,BUR-BUR-MER-INDERE,BURDUR,DEBI,01May2025,30Minute,Q100,/BUR-BUR-MER-INDERE/BURDUR/DEBI/01May2025/30Minute/Q100/,False
2466,BUR-BUR-MER-INDERE,BURDUR,DEBI,01May2025,30Minute,Q1000,/BUR-BUR-MER-INDERE/BURDUR/DEBI/01May2025/30Minute/Q1000/,False
2467,BUR-BUR-MER-INDERE,BURDUR,DEBI,01May2025,30Minute,Q2,/BUR-BUR-MER-INDERE/BURDUR/DEBI/01May2025/30Minute/Q2/,False
2468,BUR-BUR-MER-INDERE,BURDUR,DEBI,01May2025,30Minute,Q25,/BUR-BUR-MER-INDERE/BURDUR/DEBI/01May2025/30Minute/Q25/,False
2469,BUR-BUR-MER-INDERE,BURDUR,DEBI,01May2025,30Minute,Q5,/BUR-BUR-MER-INDERE/BURDUR/DEBI/01May2025/30Minute/Q5/,False
2470,BUR-BUR-MER-INDERE,BURDUR,DEBI,01May2025,30Minute,Q50,/BUR-BUR-MER-INDERE/BURDUR/DEBI/01May2025/30Minute/Q50/,False
2471,BUR-BUR-MER-INDERE,BURDUR,DEBI,01May2025,30Minute,Q500,/BUR-BUR-MER-INDERE/BURDUR/DEBI/01May2025/30Minute/Q500/,False
2472,BUR-BUR-MER-INDERE,BURDUR2,DEBI,01May2025,30Minute,Q10,/BUR-BUR-MER-INDERE/BURDUR2/DEBI/01May2025/30Minute/Q10/,False
2473,BUR-BUR-MER-INDERE,BURDUR2,DEBI,01May2025,30Minute,Q100,/BUR-BUR-MER-INDERE/BURDUR2/DEBI/01May2025/30Minute/Q100/,False
2474,BUR-BUR-MER-INDERE,BURDUR2,DEBI,01May2025,30Minute,Q1000,/BUR-BUR-MER-INDERE/BURDUR2/DEBI/01May2025/30Minute/Q1000/,False
2475,BUR-BUR-MER-INDERE,BURDUR2,DEBI,01May2025,30Minute,Q2,/BUR-BUR-MER-INDERE/BURDUR2/DEBI/01May2025/30Minute/Q2/,False
2476,BUR-BUR-MER-INDERE,BURDUR2,DEBI,01May2025,30Minute,Q25,/BUR-BUR-MER-INDERE/BURDUR2/DEBI/01May2025/30Minute/Q25/,False
2477,BUR-BUR-MER-INDERE,BURDUR2,DEBI,01May2025,30Minute,Q5,/BUR-BUR-MER-INDERE/BURDUR2/DEBI/01May2025/30Minute/Q5/,False
2478,BUR-BUR-MER-INDERE,BURDUR2,DEBI,01May2025,30Minute,Q50,/BUR-BUR-MER-INDERE/BURDUR2/DEBI/01May2025/30Minute/Q50/,False
2479,BUR-BUR-MER-INDERE,BURDUR2,DEBI,01May2025,30Minute,Q500,/BUR-BUR-MER-INDERE/BURDUR2/DEBI/01May2025/30Minute/Q500/,False
2480,BUR-BUR-MER-KAPAKLI1,BURDUR,DEBI,02May2025,5Minute,Q10,/BUR-BUR-MER-KAPAKLI1/BURDUR/DEBI/02May2025/5Minute/Q10/,False
2481,BUR-BUR-MER-KAPAKLI1,BURDUR,DEBI,02May2025,5Minute,Q100,/BUR-BUR-MER-KAPAKLI1/BURDUR/DEBI/02May2025/5Minute/Q100/,False
2482,BUR-BUR-MER-KAPAKLI1,BURDUR,DEBI,02May2025,5Minute,Q1000,/BUR-BUR-MER-KAPAKLI1/BURDUR/DEBI/02May2025/5Minute/Q1000/,False
2483,BUR-BUR-MER-KAPAKLI1,BURDUR,DEBI,02May2025,5Minute,Q2,/BUR-BUR-MER-KAPAKLI1/BURDUR/DEBI/02May2025/5Minute/Q2/,False
2484,BUR-BUR-MER-KAPAKLI1,BURDUR,DEBI,02May2025,5Minute,Q25,/BUR-BUR-MER-KAPAKLI1/BURDUR/DEBI/02May2025/5Minute/Q25/,False
2485,BUR-BUR-MER-KAPAKLI1,BURDUR,DEBI,02May2025,5Minute,Q5,/BUR-BUR-MER-KAPAKLI1/BURDUR/DEBI/02May2025/5Minute/Q5/,False
2486,BUR-BUR-MER-KAPAKLI1,BURDUR,DEBI,02May2025,5Minute,Q50,/BUR-BUR-MER-KAPAKLI1/BURDUR/DEBI/02May2025/5Minute/Q50/,False
2487,BUR-BUR-MER-KAPAKLI1,BURDUR,DEBI,02May2025,5Minute,Q500,/BUR-BUR-MER-KAPAKLI1/BURDUR/DEBI/02May2025/5Minute/Q500/,False
2488,BUR-BUR-MER-KAPAKLI2,BURDUR,DEBI,01May2025,30Minute,Q10,/BUR-BUR-MER-KAPAKLI2/BURDUR/DEBI/01May2025/30Minute/Q10/,False
2489,BUR-BUR-MER-KAPAKLI2,BURDUR,DEBI,01May2025,30Minute,Q100,/BUR-BUR-MER-KAPAKLI2/BURDUR/DEBI/01May2025/30Minute/Q100/,False
2490,BUR-BUR-MER-KAPAKLI2,BURDUR,DEBI,01May2025,30Minute,Q1000,/BUR-BUR-MER-KAPAKLI2/BURDUR/DEBI/01May2025/30Minute/Q1000/,False
2491,BUR-BUR-MER-KAPAKLI2,BURDUR,DEBI,01May2025,30Minute,Q2,/BUR-BUR-MER-KAPAKLI2/BURDUR/DEBI/01May2025/30Minute/Q2/,False
2492,BUR-BUR-MER-KAPAKLI2,BURDUR,DEBI,01May2025,30Minute,Q25,/BUR-BUR-MER-KAPAKLI2/BURDUR/DEBI/01May2025/30Minute/Q25/,False
2493,BUR-BUR-MER-KAPAKLI2,BURDUR,DEBI,01May2025,30Minute,Q5,/BUR-BUR-MER-KAPAKLI2/BURDUR/DEBI/01May2025/30Minute/Q5/,False
2494,BUR-BUR-MER-KAPAKLI2,BURDUR,DEBI,01May2025,30Minute,Q50,/BUR-BUR-MER-KAPAKLI2/BURDUR/DEBI/01May2025/30Minute/Q50/,False
2495,BUR-BUR-MER-KAPAKLI2,BURDUR,DEBI,01May2025,30Minute,Q500,/BUR-BUR-MER-KAPAKLI2/BURDUR/DEBI/01May2025/30Minute/Q500/,False
2496,BUR-BUR-MER-KARA_DERESI,BURDUR,DEBI,02May2025,5Minute,Q10,/BUR-BUR-MER-KARA_DERESI/BURDUR/DEBI/02May2025/5Minute/Q10/,False
2497,BUR-BUR-MER-KARA_DERESI,BURDUR,DEBI,02May2025,5Minute,Q100,/BUR-BUR-MER-KARA_DERESI/BURDUR/DEBI/02May2025/5Minute/Q100/,False
2498,BUR-BUR-MER-KARA_DERESI,BURDUR,DEBI,02May2025,5Minute,Q1000,/BUR-BUR-MER-KARA_DERESI/BURDUR/DEBI/02May2025/5Minute/Q1000/,False
2499,BUR-BUR-MER-KARA_DERESI,BURDUR,DEBI,02May2025,5Minute,Q2,/BUR-BUR-MER-KARA_DERESI/BURDUR/DEBI/02May2025/5Minute/Q2/,False
2500,BUR-BUR-MER-KARA_DERESI,BURDUR,DEBI,02May2025,5Minute,Q25,/BUR-BUR-MER-KARA_DERESI/BURDUR/DEBI/02May2025/5Minute/Q25/,False
2501,BUR-BUR-MER-KARA_DERESI,BURDUR,DEBI,02May2025,5Minute,Q5,/BUR-BUR-MER-KARA_DERESI/BURDUR/DEBI/02May2025/5Minute/Q5/,False
2502,BUR-BUR-MER-KARA_DERESI,BURDUR,DEBI,02May2025,5Minute,Q50,/BUR-BUR-MER-KARA_DERESI/BURDUR/DEBI/02May2025/5Minute/Q50/,False
2503,BUR-BUR-MER-KARA_DERESI,BURDUR,DEBI,02May2025,5Minute,Q500,/BUR-BUR-MER-KARA_DERESI/BURDUR/DEBI/02May2025/5Minute/Q500/,False
2504,BUR-BUR-MER-KARA_DERESI,BURDUR2,DEBI,02May2025,5Minute,Q10,/BUR-BUR-MER-KARA_DERESI/BURDUR2/DEBI/02May2025/5Minute/Q10/,False
2505,BUR-BUR-MER-KARA_DERESI,BURDUR2,DEBI,02May2025,5Minute,Q100,/BUR-BUR-MER-KARA_DERESI/BURDUR2/DEBI/02May2025/5Minute/Q100/,False
2506,BUR-BUR-MER-KARA_DERESI,BURDUR2,DEBI,02May2025,5Minute,Q1000,/BUR-BUR-MER-KARA_DERESI/BURDUR2/DEBI/02May2025/5Minute/Q1000/,False
2507,BUR-BUR-MER-KARA_DERESI,BURDUR2,DEBI,02May2025,5Minute,Q2,/BUR-BUR-MER-KARA_DERESI/BURDUR2/DEBI/02May2025/5Minute/Q2/,False
2508,BUR-BUR-MER-KARA_DERESI,BURDUR2,DEBI,02May2025,5Minute,Q25,/BUR-BUR-MER-KARA_DERESI/BURDUR2/DEBI/02May2025/5Minute/Q25/,False
2509,BUR-BUR-MER-KARA_DERESI,BURDUR2,DEBI,02May2025,5Minute,Q5,/BUR-BUR-MER-KARA_DERESI/BURDUR2/DEBI/02May2025/5Minute/Q5/,False
2510,BUR-BUR-MER-KARA_DERESI,BURDUR2,DEBI,02May2025,5Minute,Q50,/BUR-BUR-MER-KARA_DERESI/BURDUR2/DEBI/02May2025/5Minute/Q50/,False
2511,BUR-BUR-MER-KARA_DERESI,BURDUR2,DEBI,02May2025,5Minute,Q500,/BUR-BUR-MER-KARA_DERESI/BURDUR2/DEBI/02May2025/5Minute/Q500/,False
2512,BUR-BUR-MER-KARACAOREN,BURDUR,DEBI,01May2025,30Minute,Q10,/BUR-BUR-MER-KARACAOREN/BURDUR/DEBI/01May2025/30Minute/Q10/,False
2513,BUR-BUR-MER-KARACAOREN,BURDUR,DEBI,01May2025,30Minute,Q100,/BUR-BUR-MER-KARACAOREN/BURDUR/DEBI/01May2025/30Minute/Q100/,False
2514,BUR-BUR-MER-KARACAOREN,BURDUR,DEBI,01May2025,30Minute,Q1000,/BUR-BUR-MER-KARACAOREN/BURDUR/DEBI/01May2025/30Minute/Q1000/,False
2515,BUR-BUR-MER-KARACAOREN,BURDUR,DEBI,01May2025,30Minute,Q2,/BUR-BUR-MER-KARACAOREN/BURDUR/DEBI/01May2025/30Minute/Q2/,False
2516,BUR-BUR-MER-KARACAOREN,BURDUR,DEBI,01May2025,30Minute,Q25,/BUR-BUR-MER-KARACAOREN/BURDUR/DEBI/01May2025/30Minute/Q25/,False
2517,BUR-BUR-MER-KARACAOREN,BURDUR,DEBI,01May2025,30Minute,Q5,/BUR-BUR-MER-KARACAOREN/BURDUR/DEBI/01May2025/30Minute/Q5/,False
2518,BUR-BUR-MER-KARACAOREN,BURDUR,DEBI,01May2025,30Minute,Q50,/BUR-BUR-MER-KARACAOREN/BURDUR/DEBI/01May2025/30Minute/Q50/,False
2519,BUR-BUR-MER-KARACAOREN,BURDUR,DEBI,01May2025,30Minute,Q500,/BUR-BUR-MER-KARACAOREN/BURDUR/DEBI/01May2025/30Minute/Q500/,False
2520,BUR-BUR-MER-KARAKENT,BURDUR,DEBI,01May2025,30Minute,Q10,/BUR-BUR-MER-KARAKENT/BURDUR/DEBI/01May2025/30Minute/Q10/,False
2521,BUR-BUR-MER-KARAKENT,BURDUR,DEBI,01May2025,30Minute,Q100,/BUR-BUR-MER-KARAKENT/BURDUR/DEBI/01May2025/30Minute/Q100/,False
2522,BUR-BUR-MER-KARAKENT,BURDUR,DEBI,01May2025,30Minute,Q1000,/BUR-BUR-MER-KARAKENT/BURDUR/DEBI/01May2025/30Minute/Q1000/,False
2523,BUR-BUR-MER-KARAKENT,BURDUR,DEBI,01May2025,30Minute,Q2,/BUR-BUR-MER-KARAKENT/BURDUR/DEBI/01May2025/30Minute/Q2/,False
2524,BUR-BUR-MER-KARAKENT,BURDUR,DEBI,01May2025,30Minute,Q25,/BUR-BUR-MER-KARAKENT/BURDUR/DEBI/01May2025/30Minute/Q25/,False
2525,BUR-BUR-MER-KARAKENT,BURDUR,DEBI,01May2025,30Minute,Q5,/BUR-BUR-MER-KARAKENT/BURDUR/DEBI/01May2025/30Minute/Q5/,False
2526,BUR-BUR-MER-KARAKENT,BURDUR,DEBI,01May2025,30Minute,Q50,/BUR-BUR-MER-KARAKENT/BURDUR/DEBI/01May2025/30Minute/Q50/,False
2527,BUR-BUR-MER-KARAKENT,BURDUR,DEBI,01May2025,30Minute,Q500,/BUR-BUR-MER-KARAKENT/BURDUR/DEBI/01May2025/30Minute/Q500/,False
2528,BUR-BUR-MER-KARAKENT,BURDUR2,DEBI,01May2025,30Minute,Q10,/BUR-BUR-MER-KARAKENT/BURDUR2/DEBI/01May2025/30Minute/Q10/,False
2529,BUR-BUR-MER-KARAKENT,BURDUR2,DEBI,01May2025,30Minute,Q100,/BUR-BUR-MER-KARAKENT/BURDUR2/DEBI/01May2025/30Minute/Q100/,False
2530,BUR-BUR-MER-KARAKENT,BURDUR2,DEBI,01May2025,30Minute,Q1000,/BUR-BUR-MER-KARAKENT/BURDUR2/DEBI/01May2025/30Minute/Q1000/,False
2531,BUR-BUR-MER-KARAKENT,BURDUR2,DEBI,01May2025,30Minute,Q2,/BUR-BUR-MER-KARAKENT/BURDUR2/DEBI/01May2025/30Minute/Q2/,False
2532,BUR-BUR-MER-KARAKENT,BURDUR2,DEBI,01May2025,30Minute,Q25,/BUR-BUR-MER-KARAKENT/BURDUR2/DEBI/01May2025/30Minute/Q25/,False
2533,BUR-BUR-MER-KARAKENT,BURDUR2,DEBI,01May2025,30Minute,Q5,/BUR-BUR-MER-KARAKENT/BURDUR2/DEBI/01May2025/30Minute/Q5/,False
2534,BUR-BUR-MER-KARAKENT,BURDUR2,DEBI,01May2025,30Minute,Q50,/BUR-BUR-MER-KARAKENT/BURDUR2/DEBI/01May2025/30Minute/Q50/,False
2535,BUR-BUR-MER-KARAKENT,BURDUR2,DEBI,01May2025,30Minute,Q500,/BUR-BUR-MER-KARAKENT/BURDUR2/DEBI/01May2025/30Minute/Q500/,False
2536,BUR-BUR-MER-KAVACIK1,BURDUR,DEBI,01May2025,30Minute,Q10,/BUR-BUR-MER-KAVACIK1/BURDUR/DEBI/01May2025/30Minute/Q10/,False
2537,BUR-BUR-MER-KAVACIK1,BURDUR,DEBI,01May2025,30Minute,Q100,/BUR-BUR-MER-KAVACIK1/BURDUR/DEBI/01May2025/30Minute/Q100/,False
2538,BUR-BUR-MER-KAVACIK1,BURDUR,DEBI,01May2025,30Minute,Q1000,/BUR-BUR-MER-KAVACIK1/BURDUR/DEBI/01May2025/30Minute/Q1000/,False
2539,BUR-BUR-MER-KAVACIK1,BURDUR,DEBI,01May2025,30Minute,Q2,/BUR-BUR-MER-KAVACIK1/BURDUR/DEBI/01May2025/30Minute/Q2/,False
2540,BUR-BUR-MER-KAVACIK1,BURDUR,DEBI,01May2025,30Minute,Q25,/BUR-BUR-MER-KAVACIK1/BURDUR/DEBI/01May2025/30Minute/Q25/,False
2541,BUR-BUR-MER-KAVACIK1,BURDUR,DEBI,01May2025,30Minute,Q5,/BUR-BUR-MER-KAVACIK1/BURDUR/DEBI/01May2025/30Minute/Q5/,False
2542,BUR-BUR-MER-KAVACIK1,BURDUR,DEBI,01May2025,30Minute,Q50,/BUR-BUR-MER-KAVACIK1/BURDUR/DEBI/01May2025/30Minute/Q50/,False
2543,BUR-BUR-MER-KAVACIK1,BURDUR,DEBI,01May2025,30Minute,Q500,/BUR-BUR-MER-KAVACIK1/BURDUR/DEBI/01May2025/30Minute/Q500/,False
2544,BUR-BUR-MER-KAVACIK1,BURDUR2,DEBI,01May2025,30Minute,Q10,/BUR-BUR-MER-KAVACIK1/BURDUR2/DEBI/01May2025/30Minute/Q10/,False
2545,BUR-BUR-MER-KAVACIK1,BURDUR2,DEBI,01May2025,30Minute,Q100,/BUR-BUR-MER-KAVACIK1/BURDUR2/DEBI/01May2025/30Minute/Q100/,False
2546,BUR-BUR-MER-KAVACIK1,BURDUR2,DEBI,01May2025,30Minute,Q1000,/BUR-BUR-MER-KAVACIK1/BURDUR2/DEBI/01May2025/30Minute/Q1000/,False
2547,BUR-BUR-MER-KAVACIK1,BURDUR2,DEBI,01May2025,30Minute,Q2,/BUR-BUR-MER-KAVACIK1/BURDUR2/DEBI/01May2025/30Minute/Q2/,False
2548,BUR-BUR-MER-KAVACIK1,BURDUR2,DEBI,01May2025,30Minute,Q25,/BUR-BUR-MER-KAVACIK1/BURDUR2/DEBI/01May2025/30Minute/Q25/,False
2549,BUR-BUR-MER-KAVACIK1,BURDUR2,DEBI,01May2025,30Minute,Q5,/BUR-BUR-MER-KAVACIK1/BURDUR2/DEBI/01May2025/30Minute/Q5/,False
2550,BUR-BUR-MER-KAVACIK1,BURDUR2,DEBI,01May2025,30Minute,Q50,/BUR-BUR-MER-KAVACIK1/BURDUR2/DEBI/01May2025/30Minute/Q50/,False
2551,BUR-BUR-MER-KAVACIK1,BURDUR2,DEBI,01May2025,30Minute,Q500,/BUR-BUR-MER-KAVACIK1/BURDUR2/DEBI/01May2025/30Minute/Q500/,False
2552,BUR-BUR-MER-KAVACIK2,BURDUR,DEBI,01May2025,30Minute,Q10,/BUR-BUR-MER-KAVACIK2/BURDUR/DEBI/01May2025/30Minute/Q10/,False
2553,BUR-BUR-MER-KAVACIK2,BURDUR,DEBI,01May2025,30Minute,Q100,/BUR-BUR-MER-KAVACIK2/BURDUR/DEBI/01May2025/30Minute/Q100/,False
2554,BUR-BUR-MER-KAVACIK2,BURDUR,DEBI,01May2025,30Minute,Q1000,/BUR-BUR-MER-KAVACIK2/BURDUR/DEBI/01May2025/30Minute/Q1000/,False
2555,BUR-BUR-MER-KAVACIK2,BURDUR,DEBI,01May2025,30Minute,Q2,/BUR-BUR-MER-KAVACIK2/BURDUR/DEBI/01May2025/30Minute/Q2/,False
2556,BUR-BUR-MER-KAVACIK2,BURDUR,DEBI,01May2025,30Minute,Q25,/BUR-BUR-MER-KAVACIK2/BURDUR/DEBI/01May2025/30Minute/Q25/,False
2557,BUR-BUR-MER-KAVACIK2,BURDUR,DEBI,01May2025,30Minute,Q5,/BUR-BUR-MER-KAVACIK2/BURDUR/DEBI/01May2025/30Minute/Q5/,False
2558,BUR-BUR-MER-KAVACIK2,BURDUR,DEBI,01May2025,30Minute,Q50,/BUR-BUR-MER-KAVACIK2/BURDUR/DEBI/01May2025/30Minute/Q50/,False
2559,BUR-BUR-MER-KAVACIK2,BURDUR,DEBI,01May2025,30Minute,Q500,/BUR-BUR-MER-KAVACIK2/BURDUR/DEBI/01May2025/30Minute/Q500/,False
2560,BUR-BUR-MER-KAVACIK2,BURDUR2,DEBI,01May2025,30Minute,Q10,/BUR-BUR-MER-KAVACIK2/BURDUR2/DEBI/01May2025/30Minute/Q10/,False
2561,BUR-BUR-MER-KAVACIK2,BURDUR2,DEBI,01May2025,30Minute,Q100,/BUR-BUR-MER-KAVACIK2/BURDUR2/DEBI/01May2025/30Minute/Q100/,False
2562,BUR-BUR-MER-KAVACIK2,BURDUR2,DEBI,01May2025,30Minute,Q1000,/BUR-BUR-MER-KAVACIK2/BURDUR2/DEBI/01May2025/30Minute/Q1000/,False
2563,BUR-BUR-MER-KAVACIK2,BURDUR2,DEBI,01May2025,30Minute,Q2,/BUR-BUR-MER-KAVACIK2/BURDUR2/DEBI/01May2025/30Minute/Q2/,False
2564,BUR-BUR-MER-KAVACIK2,BURDUR2,DEBI,01May2025,30Minute,Q25,/BUR-BUR-MER-KAVACIK2/BURDUR2/DEBI/01May2025/30Minute/Q25/,False
2565,BUR-BUR-MER-KAVACIK2,BURDUR2,DEBI,01May2025,30Minute,Q5,/BUR-BUR-MER-KAVACIK2/BURDUR2/DEBI/01May2025/30Minute/Q5/,False
2566,BUR-BUR-MER-KAVACIK2,BURDUR2,DEBI,01May2025,30Minute,Q50,/BUR-BUR-MER-KAVACIK2/BURDUR2/DEBI/01May2025/30Minute/Q50/,False
2567,BUR-BUR-MER-KAVACIK2,BURDUR2,DEBI,01May2025,30Minute,Q500,/BUR-BUR-MER-KAVACIK2/BURDUR2/DEBI/01May2025/30Minute/Q500/,False
2568,BUR-BUR-MER-KAVACIK3,BURDUR,DEBI,01May2025,30Minute,Q10,/BUR-BUR-MER-KAVACIK3/BURDUR/DEBI/01May2025/30Minute/Q10/,False
2569,BUR-BUR-MER-KAVACIK3,BURDUR,DEBI,01May2025,30Minute,Q100,/BUR-BUR-MER-KAVACIK3/BURDUR/DEBI/01May2025/30Minute/Q100/,False
2570,BUR-BUR-MER-KAVACIK3,BURDUR,DEBI,01May2025,30Minute,Q1000,/BUR-BUR-MER-KAVACIK3/BURDUR/DEBI/01May2025/30Minute/Q1000/,False
2571,BUR-BUR-MER-KAVACIK3,BURDUR,DEBI,01May2025,30Minute,Q2,/BUR-BUR-MER-KAVACIK3/BURDUR/DEBI/01May2025/30Minute/Q2/,False
2572,BUR-BUR-MER-KAVACIK3,BURDUR,DEBI,01May2025,30Minute,Q25,/BUR-BUR-MER-KAVACIK3/BURDUR/DEBI/01May2025/30Minute/Q25/,False
2573,BUR-BUR-MER-KAVACIK3,BURDUR,DEBI,01May2025,30Minute,Q5,/BUR-BUR-MER-KAVACIK3/BURDUR/DEBI/01May2025/30Minute/Q5/,False
2574,BUR-BUR-MER-KAVACIK3,BURDUR,DEBI,01May2025,30Minute,Q50,/BUR-BUR-MER-KAVACIK3/BURDUR/DEBI/01May2025/30Minute/Q50/,False
2575,BUR-BUR-MER-KAVACIK3,BURDUR,DEBI,01May2025,30Minute,Q500,/BUR-BUR-MER-KAVACIK3/BURDUR/DEBI/01May2025/30Minute/Q500/,False
2576,BUR-BUR-MER-KAVACIK3,BURDUR2,DEBI,01May2025,30Minute,Q10,/BUR-BUR-MER-KAVACIK3/BURDUR2/DEBI/01May2025/30Minute/Q10/,False
2577,BUR-BUR-MER-KAVACIK3,BURDUR2,DEBI,01May2025,30Minute,Q100,/BUR-BUR-MER-KAVACIK3/BURDUR2/DEBI/01May2025/30Minute/Q100/,False
2578,BUR-BUR-MER-KAVACIK3,BURDUR2,DEBI,01May2025,30Minute,Q1000,/BUR-BUR-MER-KAVACIK3/BURDUR2/DEBI/01May2025/30Minute/Q1000/,False
2579,BUR-BUR-MER-KAVACIK3,BURDUR2,DEBI,01May2025,30Minute,Q2,/BUR-BUR-MER-KAVACIK3/BURDUR2/DEBI/01May2025/30Minute/Q2/,False
2580,BUR-BUR-MER-KAVACIK3,BURDUR2,DEBI,01May2025,30Minute,Q25,/BUR-BUR-MER-KAVACIK3/BURDUR2/DEBI/01May2025/30Minute/Q25/,False
2581,BUR-BUR-MER-KAVACIK3,BURDUR2,DEBI,01May2025,30Minute,Q5,/BUR-BUR-MER-KAVACIK3/BURDUR2/DEBI/01May2025/30Minute/Q5/,False
2582,BUR-BUR-MER-KAVACIK3,BURDUR2,DEBI,01May2025,30Minute,Q50,/BUR-BUR-MER-KAVACIK3/BURDUR2/DEBI/01May2025/30Minute/Q50/,False
2583,BUR-BUR-MER-KAVACIK3,BURDUR2,DEBI,01May2025,30Minute,Q500,/BUR-BUR-MER-KAVACIK3/BURDUR2/DEBI/01May2025/30Minute/Q500/,False
2584,BUR-BUR-MER-KAVACIK4,BURDUR,DEBI,01May2025,30Minute,Q10,/BUR-BUR-MER-KAVACIK4/BURDUR/DEBI/01May2025/30Minute/Q10/,False
2585,BUR-BUR-MER-KAVACIK4,BURDUR,DEBI,01May2025,30Minute,Q100,/BUR-BUR-MER-KAVACIK4/BURDUR/DEBI/01May2025/30Minute/Q100/,False
2586,BUR-BUR-MER-KAVACIK4,BURDUR,DEBI,01May2025,30Minute,Q1000,/BUR-BUR-MER-KAVACIK4/BURDUR/DEBI/01May2025/30Minute/Q1000/,False
2587,BUR-BUR-MER-KAVACIK4,BURDUR,DEBI,01May2025,30Minute,Q2,/BUR-BUR-MER-KAVACIK4/BURDUR/DEBI/01May2025/30Minute/Q2/,False
2588,BUR-BUR-MER-KAVACIK4,BURDUR,DEBI,01May2025,30Minute,Q25,/BUR-BUR-MER-KAVACIK4/BURDUR/DEBI/01May2025/30Minute/Q25/,False
2589,BUR-BUR-MER-KAVACIK4,BURDUR,DEBI,01May2025,30Minute,Q5,/BUR-BUR-MER-KAVACIK4/BURDUR/DEBI/01May2025/30Minute/Q5/,False
2590,BUR-BUR-MER-KAVACIK4,BURDUR,DEBI,01May2025,30Minute,Q50,/BUR-BUR-MER-KAVACIK4/BURDUR/DEBI/01May2025/30Minute/Q50/,False
