catalog_row,A,B,C,D,E,F,pathname,selected
139,BUR-AFY-BAS-SARIKOY1,ACIGOL,DEBI,01May2025,30Minute,Q2,/BUR-AFY-BAS-SARIKOY1/ACIGOL/DEBI/01May2025/30Minute/Q2/,False
140,BUR-AFY-BAS-SARIKOY1,ACIGOL,DEBI,01May2025,30Minute,Q25,/BUR-AFY-BAS-SARIKOY1/ACIGOL/DEBI/01May2025/30Minute/Q25/,False
141,BUR-AFY-BAS-SARIKOY1,ACIGOL,DEBI,01May2025,30Minute,Q5,/BUR-AFY-BAS-SARIKOY1/ACIGOL/DEBI/01May2025/30Minute/Q5/,False
142,BUR-AFY-BAS-SARIKOY1,ACIGOL,DEBI,01May2025,30Minute,Q50,/BUR-AFY-BAS-SARIKOY1/ACIGOL/DEBI/01May2025/30Minute/Q50/,False
143,BUR-AFY-BAS-SARIKOY1,ACIGOL,DEBI,01May2025,30Minute,Q500,/BUR-AFY-BAS-SARIKOY1/ACIGOL/DEBI/01May2025/30Minute/Q500/,False
144,BUR-AFY-BAS-SARIKOY2,ACIGOL,DEBI,01May2025,30Minute,Q10,/BUR-AFY-BAS-SARIKOY2/ACIGOL/DEBI/01May2025/30Minute/Q10/,False
145,BUR-AFY-BAS-SARIKOY2,ACIGOL,DEBI,01May2025,30Minute,Q100,/BUR-AFY-BAS-SARIKOY2/ACIGOL/DEBI/01May2025/30Minute/Q100/,False
146,BUR-AFY-BAS-SARIKOY2,ACIGOL,DEBI,01May2025,30Minute,Q1000,/BUR-AFY-BAS-SARIKOY2/ACIGOL/DEBI/01May2025/30Minute/Q1000/,False
147,BUR-AFY-BAS-SARIKOY2,ACIGOL,DEBI,01May2025,30Minute,Q2,/BUR-AFY-BAS-SARIKOY2/ACIGOL/DEBI/01May2025/30Minute/Q2/,False
148,BUR-AFY-BAS-SARIKOY2,ACIGOL,DEBI,01May2025,30Minute,Q25,/BUR-AFY-BAS-SARIKOY2/ACIGOL/DEBI/01May2025/30Minute/Q25/,False
149,BUR-AFY-BAS-SARIKOY2,ACIGOL,DEBI,01May2025,30Minute,Q5,/BUR-AFY-BAS-SARIKOY2/ACIGOL/DEBI/01May2025/30Minute/Q5/,False
150,BUR-AFY-BAS-SARIKOY2,ACIGOL,DEBI,01May2025,30Minute,Q50,/BUR-AFY-BAS-SARIKOY2/ACIGOL/DEBI/01May2025/30Minute/Q50/,False
151,BUR-AFY-BAS-SARIKOY2,ACIGOL,DEBI,01May2025,30Minute,Q500,/BUR-AFY-BAS-SARIKOY2/ACIGOL/DEBI/01May2025/30Minute/Q500/,False
152,BUR-AFY-BAS-SARIKOY-T,ACIGOL,DEBI,01May2025,30Minute,Q10,/BUR-AFY-BAS-SARIKOY-T/ACIGOL/DEBI/01May2025/30Minute/Q10/,False
153,BUR-AFY-BAS-SARIKOY-T,ACIGOL,DEBI,01May2025,30Minute,Q100,/BUR-AFY-BAS-SARIKOY-T/ACIGOL/DEBI/01May2025/30Minute/Q100/,False
154,BUR-AFY-BAS-SARIKOY-T,ACIGOL,DEBI,01May2025,30Minute,Q1000,/BUR-AFY-BAS-SARIKOY-T/ACIGOL/DEBI/01May2025/30Minute/Q1000/,False
155,BUR-AFY-BAS-SARIKOY-T,ACIGOL,DEBI,01May2025,30Minute,Q2,/BUR-AFY-BAS-SARIKOY-T/ACIGOL/DEBI/01May2025/30Minute/Q2/,False
156,BUR-AFY-BAS-SARIKOY-T,ACIGOL,DEBI,01May2025,30Minute,Q25,/BUR-AFY-BAS-SARIKOY-T/ACIGOL/DEBI/01May2025/30Minute/Q25/,False
157,BUR-AFY-BAS-SARIKOY-T,ACIGOL,DEBI,01May2025,30Minute,Q5,/BUR-AFY-BAS-SARIKOY-T/ACIGOL/DEBI/01May2025/30Minute/Q5/,False
158,BUR-AFY-BAS-SARIKOY-T,ACIGOL,DEBI,01May2025,30Minute,Q50,/BUR-AFY-BAS-SARIKOY-T/ACIGOL/DEBI/01May2025/30Minute/Q50/,False
159,BUR-AFY-BAS-SARIKOY-T,ACIGOL,DEBI,01May2025,30Minute,Q500,/BUR-AFY-BAS-SARIKOY-T/ACIGOL/DEBI/01May2025/30Minute/Q500/,False
160,BUR-AFY-BAS-YAKA1,ACIGOL,DEBI,01May2025,30Minute,Q10,/BUR-AFY-BAS-YAKA1/ACIGOL/DEBI/01May2025/30Minute/Q10/,False
161,BUR-AFY-BAS-YAKA1,ACIGOL,DEBI,01May2025,30Minute,Q100,/BUR-AFY-BAS-YAKA1/ACIGOL/DEBI/01May2025/30Minute/Q100/,False
162,BUR-AFY-BAS-YAKA1,ACIGOL,DEBI,01May2025,30Minute,Q1000,/BUR-AFY-BAS-YAKA1/ACIGOL/DEBI/01May2025/30Minute/Q1000/,False
163,BUR-AFY-BAS-YAKA1,ACIGOL,DEBI,01May2025,30Minute,Q2,/BUR-AFY-BAS-YAKA1/ACIGOL/DEBI/01May2025/30Minute/Q2/,False
164,BUR-AFY-BAS-YAKA1,ACIGOL,DEBI,01May2025,30Minute,Q25,/BUR-AFY-BAS-YAKA1/ACIGOL/DEBI/01May2025/30Minute/Q25/,False
165,BUR-AFY-BAS-YAKA1,ACIGOL,DEBI,01May2025,30Minute,Q5,/BUR-AFY-BAS-YAKA1/ACIGOL/DEBI/01May2025/30Minute/Q5/,False
166,BUR-AFY-BAS-YAKA1,ACIGOL,DEBI,01May2025,30Minute,Q50,/BUR-AFY-BAS-YAKA1/ACIGOL/DEBI/01May2025/30Minute/Q50/,False
167,BUR-AFY-BAS-YAKA1,ACIGOL,DEBI,01May2025,30Minute,Q500,/BUR-AFY-BAS-YAKA1/ACIGOL/DEBI/01May2025/30Minute/Q500/,False
168,BUR-AFY-BAS-YAKA2,ACIGOL,DEBI,01May2025,30Minute,Q10,/BUR-AFY-BAS-YAKA2/ACIGOL/DEBI/01May2025/30Minute/Q10/,False
169,BUR-AFY-BAS-YAKA2,ACIGOL,DEBI,01May2025,30Minute,Q100,/BUR-AFY-BAS-YAKA2/ACIGOL/DEBI/01May2025/30Minute/Q100/,False
170,BUR-AFY-BAS-YAKA2,ACIGOL,DEBI,01May2025,30Minute,Q1000,/BUR-AFY-BAS-YAKA2/ACIGOL/DEBI/01May2025/30Minute/Q1000/,False
171,BUR-AFY-BAS-YAKA2,ACIGOL,DEBI,01May2025,30Minute,Q2,/BUR-AFY-BAS-YAKA2/ACIGOL/DEBI/01May2025/30Minute/Q2/,False
172,BUR-AFY-BAS-YAKA2,ACIGOL,DEBI,01May2025,30Minute,Q25,/BUR-AFY-BAS-YAKA2/ACIGOL/DEBI/01May2025/30Minute/Q25/,False
173,BUR-AFY-BAS-YAKA2,ACIGOL,DEBI,01May2025,30Minute,Q5,/BUR-AFY-BAS-YAKA2/ACIGOL/DEBI/01May2025/30Minute/Q5/,False
174,BUR-AFY-BAS-YAKA2,ACIGOL,DEBI,01May2025,30Minute,Q50,/BUR-AFY-BAS-YAKA2/ACIGOL/DEBI/01May2025/30Minute/Q50/,False
175,BUR-AFY-BAS-YAKA2,ACIGOL,DEBI,01May2025,30Minute,Q500,/BUR-AFY-BAS-YAKA2/ACIGOL/DEBI/01May2025/30Minute/Q500/,False
176,BUR-AFY-BAS-YASSIOREN,ACIGOL,DEBI,01May2025,30Minute,Q10,/BUR-AFY-BAS-YASSIOREN/ACIGOL/DEBI/01May2025/30Minute/Q10/,False
177,BUR-AFY-BAS-YASSIOREN,ACIGOL,DEBI,01May2025,30Minute,Q100,/BUR-AFY-BAS-YASSIOREN/ACIGOL/DEBI/01May2025/30Minute/Q100/,False
178,BUR-AFY-BAS-YASSIOREN,ACIGOL,DEBI,01May2025,30Minute,Q1000,/BUR-AFY-BAS-YASSIOREN/ACIGOL/DEBI/01May2025/30Minute/Q1000/,False
179,BUR-AFY-BAS-YASSIOREN,ACIGOL,DEBI,01May2025,30Minute,Q2,/BUR-AFY-BAS-YASSIOREN/ACIGOL/DEBI/01May2025/30Minute/Q2/,False
180,BUR-AFY-BAS-YASSIOREN,ACIGOL,DEBI,01May2025,30Minute,Q25,/BUR-AFY-BAS-YASSIOREN/ACIGOL/DEBI/01May2025/30Minute/Q25/,False
181,BUR-AFY-BAS-YASSIOREN,ACIGOL,DEBI,01May2025,30Minute,Q5,/BUR-AFY-BAS-YASSIOREN/ACIGOL/DEBI/01May2025/30Minute/Q5/,False
182,BUR-AFY-BAS-YASSIOREN,ACIGOL,DEBI,01May2025,30Minute,Q50,/BUR-AFY-BAS-YASSIOREN/ACIGOL/DEBI/01May2025/30Minute/Q50/,False
183,BUR-AFY-BAS-YASSIOREN,ACIGOL,DEBI,01May2025,30Minute,Q500,/BUR-AFY-BAS-YASSIOREN/ACIGOL/DEBI/01May2025/30Minute/Q500/,False
184,BUR-AFY-BAS-YASSIOREN-T1,ACIGOL,DEBI,01May2025,30Minute,Q10,/BUR-AFY-BAS-YASSIOREN-T1/ACIGOL/DEBI/01May2025/30Minute/Q10/,False
185,BUR-AFY-BAS-YASSIOREN-T1,ACIGOL,DEBI,01May2025,30Minute,Q100,/BUR-AFY-BAS-YASSIOREN-T1/ACIGOL/DEBI/01May2025/30Minute/Q100/,False
186,BUR-AFY-BAS-YASSIOREN-T1,ACIGOL,DEBI,01May2025,30Minute,Q1000,/BUR-AFY-BAS-YASSIOREN-T1/ACIGOL/DEBI/01May2025/30Minute/Q1000/,False
187,BUR-AFY-BAS-YASSIOREN-T1,ACIGOL,DEBI,01May2025,30Minute,Q2,/BUR-AFY-BAS-YASSIOREN-T1/ACIGOL/DEBI/01May2025/30Minute/Q2/,False
188,BUR-AFY-BAS-YASSIOREN-T1,ACIGOL,DEBI,01May2025,30Minute,Q25,/BUR-AFY-BAS-YASSIOREN-T1/ACIGOL/DEBI/01May2025/30Minute/Q25/,False
189,BUR-AFY-BAS-YASSIOREN-T1,ACIGOL,DEBI,01May2025,30Minute,Q5,/BUR-AFY-BAS-YASSIOREN-T1/ACIGOL/DEBI/01May2025/30Minute/Q5/,False
190,BUR-AFY-BAS-YASSIOREN-T1,ACIGOL,DEBI,01May2025,30Minute,Q50,/BUR-AFY-BAS-YASSIOREN-T1/ACIGOL/DEBI/01May2025/30Minute/Q50/,False
191,BUR-AFY-BAS-YASSIOREN-T1,ACIGOL,DEBI,01May2025,30Minute,Q500,/BUR-AFY-BAS-YASSIOREN-T1/ACIGOL/DEBI/01May2025/30Minute/Q500/,False
192,BUR-AFY-BAS-YASSIOREN-T2,ACIGOL,DEBI,01May2025,30Minute,Q10,/BUR-AFY-BAS-YASSIOREN-T2/ACIGOL/DEBI/01May2025/30Minute/Q10/,False
193,BUR-AFY-BAS-YASSIOREN-T2,ACIGOL,DEBI,01May2025,30Minute,Q100,/BUR-AFY-BAS-YASSIOREN-T2/ACIGOL/DEBI/01May2025/30Minute/Q100/,False
194,BUR-AFY-BAS-YASSIOREN-T2,ACIGOL,DEBI,01May2025,30Minute,Q1000,/BUR-AFY-BAS-YASSIOREN-T2/ACIGOL/DEBI/01May2025/30Minute/Q1000/,False
195,BUR-AFY-BAS-YASSIOREN-T2,ACIGOL,DEBI,01May2025,30Minute,Q2,/BUR-AFY-BAS-YASSIOREN-T2/ACIGOL/DEBI/01May2025/30Minute/Q2/,False
196,BUR-AFY-BAS-YASSIOREN-T2,ACIGOL,DEBI,01May2025,30Minute,Q25,/BUR-AFY-BAS-YASSIOREN-T2/ACIGOL/DEBI/01May2025/30Minute/Q25/,False
197,BUR-AFY-BAS-YASSIOREN-T2,ACIGOL,DEBI,01May2025,30Minute,Q5,/BUR-AFY-BAS-YASSIOREN-T2/ACIGOL/DEBI/01May2025/30Minute/Q5/,False
198,BUR-AFY-BAS-YASSIOREN-T2,ACIGOL,DEBI,01May2025,30Minute,Q50,/BUR-AFY-BAS-YASSIOREN-T2/ACIGOL/DEBI/01May2025/30Minute/Q50/,False
199,BUR-AFY-BAS-YASSIOREN-T2,ACIGOL,DEBI,01May2025,30Minute,Q500,/BUR-AFY-BAS-YASSIOREN-T2/ACIGOL/DEBI/01May2025/30Minute/Q500/,False
200,BUR-AFY-BAS-YUKARIBELTARLA,ACIGOL,DEBI,01May2025,30Minute,Q10,/BUR-AFY-BAS-YUKARIBELTARLA/ACIGOL/DEBI/01May2025/30Minute/Q10/,False
201,BUR-AFY-BAS-YUKARIBELTARLA,ACIGOL,DEBI,01May2025,30Minute,Q100,/BUR-AFY-BAS-YUKARIBELTARLA/ACIGOL/DEBI/01May2025/30Minute/Q100/,False
202,BUR-AFY-BAS-YUKARIBELTARLA,ACIGOL,DEBI,01May2025,30Minute,Q1000,/BUR-AFY-BAS-YUKARIBELTARLA/ACIGOL/DEBI/01May2025/30Minute/Q1000/,False
203,BUR-AFY-BAS-YUKARIBELTARLA,ACIGOL,DEBI,01May2025,30Minute,Q2,/BUR-AFY-BAS-YUKARIBELTARLA/ACIGOL/DEBI/01May2025/30Minute/Q2/,False
204,BUR-AFY-BAS-YUKARIBELTARLA,ACIGOL,DEBI,01May2025,30Minute,Q25,/BUR-AFY-BAS-YUKARIBELTARLA/ACIGOL/DEBI/01May2025/30Minute/Q25/,False
205,BUR-AFY-BAS-YUKARIBELTARLA,ACIGOL,DEBI,01May2025,30Minute,Q5,/BUR-AFY-BAS-YUKARIBELTARLA/ACIGOL/DEBI/01May2025/30Minute/Q5/,False
206,BUR-AFY-BAS-YUKARIBELTARLA,ACIGOL,DEBI,01May2025,30Minute,Q50,/BUR-AFY-BAS-YUKARIBELTARLA/ACIGOL/DEBI/01May2025/30Minute/Q50/,False
207,BUR-AFY-BAS-YUKARIBELTARLA,ACIGOL,DEBI,01May2025,30Minute,Q500,/BUR-AFY-BAS-YUKARIBELTARLA/ACIGOL/DEBI/01May2025/30Minute/Q500/,False
208,BUR-AFY-DAZ-AKARCA1,ACIGOL,DEBI,01May2025,30Minute,Q10,/BUR-AFY-DAZ-AKARCA1/ACIGOL/DEBI/01May2025/30Minute/Q10/,False
209,BUR-AFY-DAZ-AKARCA1,ACIGOL,DEBI,01May2025,30Minute,Q100,/BUR-AFY-DAZ-AKARCA1/ACIGOL/DEBI/01May2025/30Minute/Q100/,False
210,BUR-AFY-DAZ-AKARCA1,ACIGOL,DEBI,01May2025,30Minute,Q1000,/BUR-AFY-DAZ-AKARCA1/ACIGOL/DEBI/01May2025/30Minute/Q1000/,False
211,BUR-AFY-DAZ-AKARCA1,ACIGOL,DEBI,01May2025,30Minute,Q2,/BUR-AFY-DAZ-AKARCA1/ACIGOL/DEBI/01May2025/30Minute/Q2/,False
212,BUR-AFY-DAZ-AKARCA1,ACIGOL,DEBI,01May2025,30Minute,Q25,/BUR-AFY-DAZ-AKARCA1/ACIGOL/DEBI/01May2025/30Minute/Q25/,False
213,BUR-AFY-DAZ-AKARCA1,ACIGOL,DEBI,01May2025,30Minute,Q5,/BUR-AFY-DAZ-AKARCA1/ACIGOL/DEBI/01May2025/30Minute/Q5/,False
214,BUR-AFY-DAZ-AKARCA1,ACIGOL,DEBI,01May2025,30Minute,Q50,/BUR-AFY-DAZ-AKARCA1/ACIGOL/DEBI/01May2025/30Minute/Q50/,False
215,BUR-AFY-DAZ-AKARCA1,ACIGOL,DEBI,01May2025,30Minute,Q500,/BUR-AFY-DAZ-AKARCA1/ACIGOL/DEBI/01May2025/30Minute/Q500/,False
216,BUR-AFY-DAZ-AKARCA2,ACIGOL,DEBI,01May2025,30Minute,Q10,/BUR-AFY-DAZ-AKARCA2/ACIGOL/DEBI/01May2025/30Minute/Q10/,False
217,BUR-AFY-DAZ-AKARCA2,ACIGOL,DEBI,01May2025,30Minute,Q100,/BUR-AFY-DAZ-AKARCA2/ACIGOL/DEBI/01May2025/30Minute/Q100/,False
218,BUR-AFY-DAZ-AKARCA2,ACIGOL,DEBI,01May2025,30Minute,Q1000,/BUR-AFY-DAZ-AKARCA2/ACIGOL/DEBI/01May2025/30Minute/Q1000/,False
219,BUR-AFY-DAZ-AKARCA2,ACIGOL,DEBI,01May2025,30Minute,Q2,/BUR-AFY-DAZ-AKARCA2/ACIGOL/DEBI/01May2025/30Minute/Q2/,False
220,BUR-AFY-DAZ-AKARCA2,ACIGOL,DEBI,01May2025,30Minute,Q25,/BUR-AFY-DAZ-AKARCA2/ACIGOL/DEBI/01May2025/30Minute/Q25/,False
221,BUR-AFY-DAZ-AKARCA2,ACIGOL,DEBI,01May2025,30Minute,Q5,/BUR-AFY-DAZ-AKARCA2/ACIGOL/DEBI/01May2025/30Minute/Q5/,False
222,BUR-AFY-DAZ-AKARCA2,ACIGOL,DEBI,01May2025,30Minute,Q50,/BUR-AFY-DAZ-AKARCA2/ACIGOL/DEBI/01May2025/30Minute/Q50/,False
223,BUR-AFY-DAZ-AKARCA2,ACIGOL,DEBI,01May2025,30Minute,Q500,/BUR-AFY-DAZ-AKARCA2/ACIGOL/DEBI/01May2025/30Minute/Q500/,False
224,BUR-AFY-DAZ-ARIKOY,ACIGOL,DEBI,01May2025,30Minute,Q10,/BUR-AFY-DAZ-ARIKOY/ACIGOL/DEBI/01May2025/30Minute/Q10/,False
225,BUR-AFY-DAZ-ARIKOY,ACIGOL,DEBI,01May2025,30Minute,Q100,/BUR-AFY-DAZ-ARIKOY/ACIGOL/DEBI/01May2025/30Minute/Q100/,False
226,BUR-AFY-DAZ-ARIKOY,ACIGOL,DEBI,01May2025,30Minute,Q1000,/BUR-AFY-DAZ-ARIKOY/ACIGOL/DEBI/01May2025/30Minute/Q1000/,False
227,BUR-AFY-DAZ-ARIKOY,ACIGOL,DEBI,01May2025,30Minute,Q2,/BUR-AFY-DAZ-ARIKOY/ACIGOL/DEBI/01May2025/30Minute/Q2/,False
228,BUR-AFY-DAZ-ARIKOY,ACIGOL,DEBI,01May2025,30Minute,Q25,/BUR-AFY-DAZ-ARIKOY/ACIGOL/DEBI/01May2025/30Minute/Q25/,False
229,BUR-AFY-DAZ-ARIKOY,ACIGOL,DEBI,01May2025,30Minute,Q5,/BUR-AFY-DAZ-ARIKOY/ACIGOL/DEBI/01May2025/30Minute/Q5/,False
230,BUR-AFY-DAZ-ARIKOY,ACIGOL,DEBI,01May2025,30Minute,Q50,/BUR-AFY-DAZ-ARIKOY/ACIGOL/DEBI/01May2025/30Minute/Q50/,False
231,BUR-AFY-DAZ-ARIKOY,ACIGOL,DEBI,01May2025,30Minute,Q500,/BUR-AFY-DAZ-ARIKOY/ACIGOL/DEBI/01May2025/30Minute/Q500/,False
232,BUR-AFY-DAZ-ASAGIYENICE1,ACIGOL,DEBI,02May2025,5Minute,Q10,/BUR-AFY-DAZ-ASAGIYENICE1/ACIGOL/DEBI/02May2025/5Minute/Q10/,False
233,BUR-AFY-DAZ-ASAGIYENICE1,ACIGOL,DEBI,02May2025,5Minute,Q100,/BUR-AFY-DAZ-ASAGIYENICE1/ACIGOL/DEBI/02May2025/5Minute/Q100/,False
234,BUR-AFY-DAZ-ASAGIYENICE1,ACIGOL,DEBI,02May2025,5Minute,Q1000,/BUR-AFY-DAZ-ASAGIYENICE1/ACIGOL/DEBI/02May2025/5Minute/Q1000/,False
235,BUR-AFY-DAZ-ASAGIYENICE1,ACIGOL,DEBI,02May2025,5Minute,Q2,/BUR-AFY-DAZ-ASAGIYENICE1/ACIGOL/DEBI/02May2025/5Minute/Q2/,False
236,BUR-AFY-DAZ-ASAGIYENICE1,ACIGOL,DEBI,02May2025,5Minute,Q25,/BUR-AFY-DAZ-ASAGIYENICE1/ACIGOL/DEBI/02May2025/5Minute/Q25/,False
237,BUR-AFY-DAZ-ASAGIYENICE1,ACIGOL,DEBI,02May2025,5Minute,Q5,/BUR-AFY-DAZ-ASAGIYENICE1/ACIGOL/DEBI/02May2025/5Minute/Q5/,False
238,BUR-AFY-DAZ-ASAGIYENICE1,ACIGOL,DEBI,02May2025,5Minute,Q50,/BUR-AFY-DAZ-ASAGIYENICE1/ACIGOL/DEBI/02May2025/5Minute/Q50/,False
239,BUR-AFY-DAZ-ASAGIYENICE1,ACIGOL,DEBI,02May2025,5Minute,Q500,/BUR-AFY-DAZ-ASAGIYENICE1/ACIGOL/DEBI/02May2025/5Minute/Q500/,False
240,BUR-AFY-DAZ-ASAGIYENICE2,ACIGOL,DEBI,02May2025,5Minute,Q10,/BUR-AFY-DAZ-ASAGIYENICE2/ACIGOL/DEBI/02May2025/5Minute/Q10/,False
241,BUR-AFY-DAZ-ASAGIYENICE2,ACIGOL,DEBI,02May2025,5Minute,Q100,/BUR-AFY-DAZ-ASAGIYENICE2/ACIGOL/DEBI/02May2025/5Minute/Q100/,False
242,BUR-AFY-DAZ-ASAGIYENICE2,ACIGOL,DEBI,02May2025,5Minute,Q1000,/BUR-AFY-DAZ-ASAGIYENICE2/ACIGOL/DEBI/02May2025/5Minute/Q1000/,False
243,BUR-AFY-DAZ-ASAGIYENICE2,ACIGOL,DEBI,02May2025,5Minute,Q2,/BUR-AFY-DAZ-ASAGIYENICE2/ACIGOL/DEBI/02May2025/5Minute/Q2/,False
244,BUR-AFY-DAZ-ASAGIYENICE2,ACIGOL,DEBI,02May2025,5Minute,Q25,/BUR-AFY-DAZ-ASAGIYENICE2/ACIGOL/DEBI/02May2025/5Minute/Q25/,False
245,BUR-AFY-DAZ-ASAGIYENICE2,ACIGOL,DEBI,02May2025,5Minute,Q5,/BUR-AFY-DAZ-ASAGIYENICE2/ACIGOL/DEBI/02May2025/5Minute/Q5/,False
246,BUR-AFY-DAZ-ASAGIYENICE2,ACIGOL,DEBI,02May2025,5Minute,Q50,/BUR-AFY-DAZ-ASAGIYENICE2/ACIGOL/DEBI/02May2025/5Minute/Q50/,False
247,BUR-AFY-DAZ-ASAGIYENICE2,ACIGOL,DEBI,02May2025,5Minute,Q500,/BUR-AFY-DAZ-ASAGIYENICE2/ACIGOL/DEBI/02May2025/5Minute/Q500/,False
248,BUR-AFY-DAZ-BOZAN,ACIGOL,DEBI,01May2025,30Minute,Q10,/BUR-AFY-DAZ-BOZAN/ACIGOL/DEBI/01May2025/30Minute/Q10/,False
249,BUR-AFY-DAZ-BOZAN,ACIGOL,DEBI,01May2025,30Minute,Q100,/BUR-AFY-DAZ-BOZAN/ACIGOL/DEBI/01May2025/30Minute/Q100/,False
250,BUR-AFY-DAZ-BOZAN,ACIGOL,DEBI,01May2025,30Minute,Q1000,/BUR-AFY-DAZ-BOZAN/ACIGOL/DEBI/01May2025/30Minute/Q1000/,False
251,BUR-AFY-DAZ-BOZAN,ACIGOL,DEBI,01May2025,30Minute,Q2,/BUR-AFY-DAZ-BOZAN/ACIGOL/DEBI/01May2025/30Minute/Q2/,False
252,BUR-AFY-DAZ-BOZAN,ACIGOL,DEBI,01May2025,30Minute,Q25,/BUR-AFY-DAZ-BOZAN/ACIGOL/DEBI/01May2025/30Minute/Q25/,False
253,BUR-AFY-DAZ-BOZAN,ACIGOL,DEBI,01May2025,30Minute,Q5,/BUR-AFY-DAZ-BOZAN/ACIGOL/DEBI/01May2025/30Minute/Q5/,False
254,BUR-AFY-DAZ-BOZAN,ACIGOL,DEBI,01May2025,30Minute,Q50,/BUR-AFY-DAZ-BOZAN/ACIGOL/DEBI/01May2025/30Minute/Q50/,False
255,BUR-AFY-DAZ-BOZAN,ACIGOL,DEBI,01May2025,30Minute,Q500,/BUR-AFY-DAZ-BOZAN/ACIGOL/DEBI/01May2025/30Minute/Q500/,False
256,BUR-AFY-DAZ-CIFTLIK,ACIGOL,DEBI,01May2025,30Minute,Q10,/BUR-AFY-DAZ-CIFTLIK/ACIGOL/DEBI/01May2025/30Minute/Q10/,False
257,BUR-AFY-DAZ-CIFTLIK,ACIGOL,DEBI,01May2025,30Minute,Q100,/BUR-AFY-DAZ-CIFTLIK/ACIGOL/DEBI/01May2025/30Minute/Q100/,False
258,BUR-AFY-DAZ-CIFTLIK,ACIGOL,DEBI,01May2025,30Minute,Q1000,/BUR-AFY-DAZ-CIFTLIK/ACIGOL/DEBI/01May2025/30Minute/Q1000/,False
259,BUR-AFY-DAZ-CIFTLIK,ACIGOL,DEBI,01May2025,30Minute,Q2,/BUR-AFY-DAZ-CIFTLIK/ACIGOL/DEBI/01May2025/30Minute/Q2/,False
260,BUR-AFY-DAZ-CIFTLIK,ACIGOL,DEBI,01May2025,30Minute,Q25,/BUR-AFY-DAZ-CIFTLIK/ACIGOL/DEBI/01May2025/30Minute/Q25/,False
261,BUR-AFY-DAZ-CIFTLIK,ACIGOL,DEBI,01May2025,30Minute,Q5,/BUR-AFY-DAZ-CIFTLIK/ACIGOL/DEBI/01May2025/30Minute/Q5/,False
262,BUR-AFY-DAZ-CIFTLIK,ACIGOL,DEBI,01May2025,30Minute,Q50,/BUR-AFY-DAZ-CIFTLIK/ACIGOL/DEBI/01May2025/30Minute/Q50/,False
263,BUR-AFY-DAZ-CIFTLIK,ACIGOL,DEBI,01May2025,30Minute,Q500,/BUR-AFY-DAZ-CIFTLIK/ACIGOL/DEBI/01May2025/30Minute/Q500/,False
264,BUR-AFY-DAZ-CIFTLIK-T,ACIGOL,DEBI,01May2025,30Minute,Q10,/BUR-AFY-DAZ-CIFTLIK-T/ACIGOL/DEBI/01May2025/30Minute/Q10/,False
265,BUR-AFY-DAZ-CIFTLIK-T,ACIGOL,DEBI,01May2025,30Minute,Q100,/BUR-AFY-DAZ-CIFTLIK-T/ACIGOL/DEBI/01May2025/30Minute/Q100/,False
266,BUR-AFY-DAZ-CIFTLIK-T,ACIGOL,DEBI,01May2025,30Minute,Q1000,/BUR-AFY-DAZ-CIFTLIK-T/ACIGOL/DEBI/01May2025/30Minute/Q1000/,False
267,BUR-AFY-DAZ-CIFTLIK-T,ACIGOL,DEBI,01May2025,30Minute,Q2,/BUR-AFY-DAZ-CIFTLIK-T/ACIGOL/DEBI/01May2025/30Minute/Q2/,False
268,BUR-AFY-DAZ-CIFTLIK-T,ACIGOL,DEBI,01May2025,30Minute,Q25,/BUR-AFY-DAZ-CIFTLIK-T/ACIGOL/DEBI/01May2025/30Minute/Q25/,False
269,BUR-AFY-DAZ-CIFTLIK-T,ACIGOL,DEBI,01May2025,30Minute,Q5,/BUR-AFY-DAZ-CIFTLIK-T/ACIGOL/DEBI/01May2025/30Minute/Q5/,False
270,BUR-AFY-DAZ-CIFTLIK-T,ACIGOL,DEBI,01May2025,30Minute,Q50,/BUR-AFY-DAZ-CIFTLIK-T/ACIGOL/DEBI/01May2025/30Minute/Q50/,False
271,BUR-AFY-DAZ-CIFTLIK-T,ACIGOL,DEBI,01May2025,30Minute,Q500,/BUR-AFY-DAZ-CIFTLIK-T/ACIGOL/DEBI/01May2025/30Minute/Q500/,False
272,BUR-AFY-DAZ-DARICILAR,ACIGOL,DEBI,01May2025,30Minute,Q10,/BUR-AFY-DAZ-DARICILAR/ACIGOL/DEBI/01May2025/30Minute/Q10/,False
273,BUR-AFY-DAZ-DARICILAR,ACIGOL,DEBI,01May2025,30Minute,Q100,/BUR-AFY-DAZ-DARICILAR/ACIGOL/DEBI/01May2025/30Minute/Q100/,False
274,BUR-AFY-DAZ-DARICILAR,ACIGOL,DEBI,01May2025,30Minute,Q1000,/BUR-AFY-DAZ-DARICILAR/ACIGOL/DEBI/01May2025/30Minute/Q1000/,False
275,BUR-AFY-DAZ-DARICILAR,ACIGOL,DEBI,01May2025,30Minute,Q2,/BUR-AFY-DAZ-DARICILAR/ACIGOL/DEBI/01May2025/30Minute/Q2/,False
276,BUR-AFY-DAZ-DARICILAR,ACIGOL,DEBI,01May2025,30Minute,Q25,/BUR-AFY-DAZ-DARICILAR/ACIGOL/DEBI/01May2025/30Minute/Q25/,False
277,BUR-AFY-DAZ-DARICILAR,ACIGOL,DEBI,01May2025,30Minute,Q5,/BUR-AFY-DAZ-DARICILAR/ACIGOL/DEBI/01May2025/30Minute/Q5/,False
